"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Automatic detection and masking of nonatomic exception handling","C. Fetzer; P. Felber; K. Hogstedt","Dept. of Comput. Sci., Dresden Univ. of Technol., Germany; NA; NA","IEEE Transactions on Software Engineering","","2004","30","8","547","560","The development of robust software is a difficult undertaking and is becoming increasingly more important as applications grow larger and more complex. Although modern programming languages such as C++ and Java provide sophisticated exception handling mechanisms to detect and correct runtime error conditions, exception handling code must still be programmed with care to preserve application consistency. In particular, exception handling is only effective if the premature termination of a method due to an exception does not leave an object in an inconsistent state. We address this issue by introducing the notion of failure atomicity in the context of exceptions. We propose practical techniques to automatically detect and mask the nonatomic exception handling situations encountered during program execution. These techniques can be applied to applications written in various programming languages that support exceptions. We perform experimental evaluation on both C++ and Java applications to demonstrate the effectiveness of our techniques and measure the overhead that they introduce.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2004.35","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1316871","Index Terms- Software engineering;software/program verification;reliability;testing and debugging;error handling and recovery;reliability;testing tools.","Robustness;Application software;Computer languages;Programming profession;Java;Runtime;Software testing;Error correction codes;Performance evaluation;Reliability engineering","software reliability;exception handling;program testing;program debugging;program verification;C++ language;Java","nonatomic exception handling;robust software development;C++;Java;software verification;program verification;software reliability;program testing;program debugging;error handling;error recovery","","13","","32","","","","","","IEEE","IEEE Journals & Magazines"
"Estimating Computational Requirements in Multi-Threaded Applications","J. F. Pérez; G. Casale; S. Pacheco-Sanchez","Department of Computing, Imperial College London, United Kingdom; Department of Computing, Imperial College London, United Kingdom; SAP HANA Cloud Computing, Systems Engineering, Belfast, United Kingdom","IEEE Transactions on Software Engineering","","2015","41","3","264","278","Performance models provide effective support for managing quality-of-service (QoS) and costs of enterprise applications. However, expensive high-resolution monitoring would be needed to obtain key model parameters, such as the CPU consumption of individual requests, which are thus more commonly estimated from other measures. However, current estimators are often inaccurate in accounting for scheduling in multi-threaded application servers. To cope with this problem, we propose novel linear regression and maximum likelihood estimators. Our algorithms take as inputs response time and resource queue measurements and return estimates of CPU consumption for individual request types. Results on simulated and real application datasets indicate that our algorithms provide accurate estimates and can scale effectively with the threading levels.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2014.2363472","Seventh Framework Programme; InvestNI/SAP VIRTEX; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6926798","Demand estimation;Multi-threaded application servers;Application performance management;Demand estimation;multi-threaded application servers;application performance management","Time factors;Servers;Instruction sets;Maximum likelihood estimation;Computational modeling;Time measurement","maximum likelihood estimation;multi-threading;quality of service;queueing theory;regression analysis;software performance evaluation;systems analysis","computational requirement estimation;expensive high-resolution monitoring;quality-of-service;QoS management;cost management;performance models;CPU consumption;multithreaded application server scheduling;linear regression;maximum likelihood estimators;input response time;resource queue measurements;enterprise applications","","12","","41","","","","","","IEEE","IEEE Journals & Magazines"
"A simplified framework for reduction in strength","K. J. Ottenstein","Dept. of Comput. Sci., Michigan Technol. Univ., Houghton, MI, USA","IEEE Transactions on Software Engineering","","1989","15","1","86","92","Reduction in strength is a traditional transformation for speeding up loop execution on sequential processors. The inverse transformation, induction variable substitution, can also speed up loops by decreasing register requirements, although it is typically a normalizing step in the detection of array dependences by parallelizing compilers. The author presents a simple framework for performing these transformations. In contrast to previous approaches to strength reduction, no unnecessary temporary variables or dead code fragments are introduced, only relevant intermediate language fragments are examined, iteration test replacement is not handled as a special case, and the execution time of the target code is never increased. The method is particularly easy to visualize, making it a useful teaching tool as well.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.21730","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=21730","","Error analysis;Predictive models;Software systems;Frequency;Equations;Large-scale systems;Testing;Fluctuations;Programming profession;Linear regression","program compilers","loop execution;sequential processors;inverse transformation;induction variable substitution;register requirements;array dependences;parallelizing compilers;language fragments;iteration test replacement;execution time;target code;teaching tool","","1","","20","","","","","","IEEE","IEEE Journals & Magazines"
"A network pump","M. H. Kang; I. S. Moskowitz; D. C. Lee","Naval Res. Lab., Washington, DC, USA; Naval Res. Lab., Washington, DC, USA; Naval Res. Lab., Washington, DC, USA","IEEE Transactions on Software Engineering","","1996","22","5","329","338","A designer of reliable multi level secure (MLS) networks must consider covert channels and denial of service attacks in addition to traditional network performance measures such as throughput, fairness, and reliability. We show how to extend the NRL data Pump to a certain MLS network architecture in order to balance the requirements of congestion control, fairness, good performance, and reliability against those of minimal threats from covert channels and denial of service attacks. We back up our claims with simulation results.","0098-5589;1939-3520;2326-3881","","10.1109/32.502225","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=502225","","Multilevel systems;Computer crime;Information security;Communication system security;B-ISDN;Asynchronous transfer mode;Switches;Throughput;Control systems;Information theory","multi-access systems;security of data","network pump;reliable multi level secure networks;covert channels;network performance measures;NRL data Pump;MLS network architecture;congestion control","","53","","25","","","","","","IEEE","IEEE Journals & Magazines"
"Software Reliability Modeling with Software Metrics Data via Gaussian Processes","N. Torrado; M. P. Wiper; R. E. Lillo","Universidad Carlos III de Madrid, Madrid; Universidad Carlos III de Madrid, Madrid; Universidad Carlos III de Madrid, Madrid","IEEE Transactions on Software Engineering","","2013","39","8","1179","1186","In this paper, we describe statistical inference and prediction for software reliability models in the presence of covariate information. Specifically, we develop a semiparametric, Bayesian model using Gaussian processes to estimate the numbers of software failures over various time periods when it is assumed that the software is changed after each time period and that software metrics information is available after each update. Model comparison is also carried out using the deviance information criterion, and predictive inferences on future failures are shown. Real-life examples are presented to illustrate the approach.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2012.87","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6392172","Software metrics;software failures;reliability;statistical methods;Markov chain Monte Carlo method","Software;Gaussian processes;Software reliability;Software metrics;Predictive models;Bayesian methods","Bayes methods;Gaussian processes;inference mechanisms;software metrics;software reliability;statistical analysis;system recovery","software reliability modeling;statistical inference;covariate information;semiparametric Bayesian model;Gaussian process;software failure;software metrics information;deviance information criterion;predictive inference;future failure","","5","","30","","","","","","IEEE","IEEE Journals & Magazines"
"The join algorithms on a shared-memory multiprocessor database machine","G. Z. Qadah; K. B. Irani","Dept. of Electr. Eng. & Comput. Sci., Northwestern Univ., Evanston, IL, USA; NA","IEEE Transactions on Software Engineering","","1988","14","11","1668","1683","The authors develop and present a large set of parallel algorithms for implementing the join operation on a shared-memory multiprocessor database machine. The development of these algorithms follows a structured approach. The major steps involved in the processing of the join operation by the machine are first identified. Then, alternative join algorithms are constructed by concatenating the different ways of performing these steps. A study of the performance of the proposed algorithms is presented. This study shows, among other things, that for a given hardware configuration there is not just one overall best performing join algorithm, but rather different algorithms score the best performance, depending on the characteristics of the data participating in the join operation.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.9054","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=9054","","Database machines;Parallel algorithms;Hardware;Database systems;Computer architecture;Parallel processing;Software systems;Relational databases;Concurrent computing;Data processing","parallel algorithms;parallel architectures;performance evaluation;relational databases;special purpose computers","parallel architectures;relational databases;performance evaluation;join algorithms;shared-memory multiprocessor database machine;parallel algorithms","","23","","25","","","","","","IEEE","IEEE Journals & Magazines"
"COVERT: Compositional Analysis of Android Inter-App Permission Leakage","H. Bagheri; A. Sadeghi; J. Garcia; S. Malek","Department of Computer Science, George Mason University, Fairfax, VA; Department of Computer Science, George Mason University, Fairfax, VA 22030; Computer Science and Artificial Intelligence Laboratory at MIT, Cambridge, MA; Computer Science and Artificial Intelligence Laboratory at MIT, Cambridge, MA","IEEE Transactions on Software Engineering","","2015","41","9","866","886","Android is the most popular platform for mobile devices. It facilitates sharing of data and services among applications using a rich inter-app communication system. While access to resources can be controlled by the Android permission system, enforcing permissions is not sufficient to prevent security violations, as permissions may be mismanaged, intentionally or unintentionally. Android's enforcement of the permissions is at the level of individual apps, allowing multiple malicious apps to collude and combine their permissions or to trick vulnerable apps to perform actions on their behalf that are beyond their individual privileges. In this paper, we present COVERT, a tool for compositional analysis of Android inter-app vulnerabilities. COVERT's analysis is modular to enable incremental analysis of applications as they are installed, updated, and removed. It statically analyzes the reverse engineered source code of each individual app, and extracts relevant security specifications in a format suitable for formal verification. Given a collection of specifications extracted in this way, a formal analysis engine (e.g., model checker) is then used to verify whether it is safe for a combination of applications-holding certain permissions and potentially interacting with each other-to be installed together. Our experience with using COVERT to examine over 500 real-world apps corroborates its ability to find inter-app vulnerabilities in bundles of some of the most popular apps on the market.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2015.2419611","US Defense Advanced Research Projects Agency; US National Security Agency; US Department of Homeland Security; US National Science Foundation; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7079508","Formal Verification;Static Analysis;Android;Inter-App Vulnerabilities;Formal verification;static analysis;Android;Inter-App vulnerabilities","Smart phones;Androids;Humanoid robots;Security;Analytical models;Data mining;Metals","Android (operating system);formal specification;formal verification;mobile computing;program diagnostics;security of data","COVERT tool;compositional analysis;formal analysis engine;security specification;formal verification;incremental analysis;Android inter-app vulnerabilities analysis;security violation;Android permission system;inter-app communication system;mobile devices;Android inter-app permission leakage","","34","","60","","","","","","IEEE","IEEE Journals & Magazines"
"WAM—The Weighted Average Method for Predicting the Performance of Systems with Bursts of Customer Sessions","D. Krishnamurthy; J. Rolia; M. Xu","University of Calgary, Calgary; Hewlett Packard Labs, Bristol; University of Calgary, Calgary","IEEE Transactions on Software Engineering","","2011","37","5","718","735","Predictive performance models are important tools that support system sizing, capacity planning, and systems management exercises. We introduce the Weighted Average Method (WAM) to improve the accuracy of analytic predictive performance models for systems with bursts of concurrent customers. WAM considers the customer population distribution at a system to reflect the impact of bursts. The WAM approach is robust with respect to distribution functions, including heavy-tail-like distributions, for workload parameters. We demonstrate the effectiveness of WAM using a case study involving a multitier TPC-W benchmark system. To demonstrate the utility of WAM with multiple performance modeling approaches, we developed both Queuing Network Models and Layered Queuing Models for the system. Results indicate that WAM improves prediction accuracy for bursty workloads for QNMs and LQMs by 10 and 12 percent, respectively, with respect to a Markov Chain approach reported in the literature.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2011.65","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5953602","Performance of systems;modeling techniques;queuing theory;operational analysis.","Markov processes;Analytical models;Predictive models;Accuracy;Queueing analysis;Time factors;Software","Markov processes;queueing theory;software performance evaluation;systems analysis","weighted average method;system performance prediction;customer session bursts;system sizing;capacity planning;systems management exercises;analytic predictive performance models;heavy tail like distributions;multitier TPC-W benchmark system;queuing network models;layered queuing models;bursty workloads;Markov chain approach","","9","","41","","","","","","IEEE","IEEE Journals & Magazines"
"MAHAKIL: Diversity Based Oversampling Approach to Alleviate the Class Imbalance Issue in Software Defect Prediction","K. E. Bennin; J. Keung; P. Phannachitta; A. Monden; S. Mensah","Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong; Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong; College of Arts, Media and Technology, Chiang Mai University, Chiang Mai, Thailand; Graduate School of Natural Science and Technology, Okayama University, Okayama, Japan; Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong","IEEE Transactions on Software Engineering","","2018","44","6","534","550","Highly imbalanced data typically make accurate predictions difficult. Unfortunately, software defect datasets tend to have fewer defective modules than non-defective modules. Synthetic oversampling approaches address this concern by creating new minority defective modules to balance the class distribution before a model is trained. Notwithstanding the successes achieved by these approaches, they mostly result in over-generalization (high rates of false alarms) and generate near-duplicated data instances (less diverse data). In this study, we introduce MAHAKIL, a novel and efficient synthetic oversampling approach for software defect datasets that is based on the chromosomal theory of inheritance. Exploiting this theory, MAHAKIL interprets two distinct sub-classes as parents and generates a new instance that inherits different traits from each parent and contributes to the diversity within the data distribution. We extensively compare MAHAKIL with SMOTE, Borderline-SMOTE, ADASYN, Random Oversampling and the No sampling approach using 20 releases of defect datasets from the PROMISE repository and five prediction models. Our experiments indicate that MAHAKIL improves the prediction performance for all the models and achieves better and more significant pf values than the other oversampling approaches, based on Brunner's statistical significance test and Cliff's effect sizes. Therefore, MAHAKIL is strongly recommended as an efficient alternative for defect prediction models built on highly imbalanced datasets.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2017.2731766","General Research Fund of the Research Grants Council of Hong Kong; City University of Hong Kong; JSPS KAKENHI; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7990590","Software defect prediction;class imbalance learning;synthetic sample generation;data sampling methods;classification problems","Biological cells;Software;Predictive models;Animals;Electronic mail;Sampling methods","learning (artificial intelligence);pattern classification;sampling methods;software quality","MAHAKIL;software defect prediction;software defect datasets;nondefective modules;minority defective modules;class distribution;data instances;less diverse data;distinct sub-classes;data distribution;Random Oversampling;No sampling approach;prediction performance;defect prediction models;highly imbalanced datasets;defective modules;class imbalance issue;synthetic oversampling approaches;synthetic oversampling approach","","3","","80","","","","","","IEEE","IEEE Journals & Magazines"
"Linear complexity assertions for sorting","N. R. Saxena; E. J. McCluskey","HaL Comput. Syst., Campbell, CA, USA; NA","IEEE Transactions on Software Engineering","","1994","20","6","424","431","Correctness of the execution of sorting programs can be checked by two assertions: the order assertion and the permutation assertion. The order assertion checks if the sorted data is in ascending or descending order. The permutation assertion checks if the output data produced by sorting is a permutation of the original input data. Permutation and order assertions are sufficient for the detection of errors in the execution of sorting programs; however, in terms of execution time these assertions cost the same as sorting programs. An assertion, called the order-sum assertion, that has lower execution cost than sorting programs is derived from permutation and order assertions. The reduction in cost is achieved at the expense of incomplete checking. Some metrics are derived to quantify the effectiveness of order-sum assertion under various error models. A natural connection between the effectiveness of the order-sum assertion and the partition theory of numbers is shown. Asymptotic formulae for partition functions are derived.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.295891","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=295891","","Sorting;Computer errors;Error correction;Hardware;Costs;Change detection algorithms;Computer aided instruction;Testing;Counting circuits;Registers","sorting;program debugging;program diagnostics;program verification;programming theory","linear complexity assertions;sorting programs;programs correctness checking;program execution;order assertion;permutation assertion;sorted data;descending order;ascending order;output data;input data;error detection;execution time;order-sum assertion;partition theory;partition functions;error checking;watchdog checker","","4","","12","","","","","","IEEE","IEEE Journals & Magazines"
"On the expected number of failures detected by subdomain testing and random testing","T. Y. Chen; Y. T. Yu","Dept. of Comput. Sci., Melbourne Univ., Parkville, Vic., Australia; Dept. of Comput. Sci., Melbourne Univ., Parkville, Vic., Australia","IEEE Transactions on Software Engineering","","1996","22","2","109","119","We investigate the efficacy of subdomain testing and random testing using the expected number of failures detected (the E-measure) as a measure of effectiveness. Simple as it is, the E-measure does provide a great deal of useful information about the fault detecting capability of testing strategies. With the E-measure, we obtain new characterizations of subdomain testing, including several new conditions that determine whether subdomain testing is more or less effective than random testing. Previously, the efficacy of subdomain testing strategies has been analyzed using the probability of detecting at least one failure (the P-measure) for the special case of disjoint subdomains only. On the contrary, our analysis makes use of the E-measure and considers also the general case in which subdomains may or may not overlap. Furthermore, we discover important relations between the two different measures. From these relations, we also derive corresponding characterizations of subdomain testing in terms of the P-measure.","0098-5589;1939-3520;2326-3881","","10.1109/32.485221","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=485221","","Software testing;System testing;Failure analysis;Computer science;Electronic mail;Fault detection","program testing;software metrics;programming theory","subdomain testing;random testing;expected number;failure detection;E measure;E-measure;fault detecting capability;testing strategies;disjoint subdomains;partition testing;software testing","","81","","18","","","","","","IEEE","IEEE Journals & Magazines"
"A Study of Causes and Consequences of Client-Side JavaScript Bugs","F. S. Ocariza; K. Bajaj; K. Pattabiraman; A. Mesbah","Department of Electrical and Computer Engineering, University of British Columbia, Vancouver, BC, Canada; Department of Electrical and Computer Engineering, University of British Columbia, Vancouver, BC, Canada; Department of Electrical and Computer Engineering, University of British Columbia, Vancouver, BC, Canada; Department of Electrical and Computer Engineering, University of British Columbia, Vancouver, BC, Canada","IEEE Transactions on Software Engineering","","2017","43","2","128","144","Client-side JavaScript is widely used in web applications to improve user-interactivity and minimize client-server communications. Unfortunately, JavaScript is known to be error-prone. While prior studies have demonstrated the prevalence of JavaScript faults, no attempts have been made to determine their causes and consequences. The goal of our study is to understand the root causes and impact of JavaScript faults and how the results can impact JavaScript programmers, testers and tool developers. We perform an empirical study of 502 bug reports from 19 bug repositories. The bug reports are thoroughly examined to classify and extract information about each bug' cause (the error) and consequence (the failure and impact). Our results show that the majority (68 percent) of JavaScript faults are DOM-related, meaning they are caused by faulty interactions of the JavaScript code with the Document Object Model (DOM). Further, 80 percent of the highest impact JavaScript faults are DOM-related. Finally, most JavaScript faults originate from programmer mistakes committed in the JavaScript code itself, as opposed to other web application components. These results indicate that JavaScript programmers and testers need tools that can help them reason about the DOM. Additionally, developers can use the error patterns we found to design more powerful static analysis tools for JavaScript.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2016.2586066","Natural Sciences and Engineering Research Council of Canada (NSERC); Intel Corporation; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7501855","Faults;JavaScript;Document Object Model (DOM);bug reports;empirical study","Computer bugs;Servers;Market research;HTML;Data mining;Reliability;Cascading style sheets","client-server systems;Internet;Java;program debugging;software fault tolerance","client-side JavaScript bugs;user-interactivity;client-server communications;JavaScript programmers;bug repositories;information extraction;DOM-related JavaScript faults;JavaScript code;document object model;Web application components;static analysis tools","","8","","55","","","","","","IEEE","IEEE Journals & Magazines"
"Trust requirements and performance of a fast subtransport-level protocol for secure communication","P. V. Rangan","Dept. of Comput. Sci., California Univ., San Diego, CA, USA","IEEE Transactions on Software Engineering","","1993","19","2","181","186","A secure network protocol called the authenticated datagram protocol (ADP) that optimizes the performance of global networks by establishing host-to-host secure channels and building agent-to-agent channels on top of host-to-host channels is presented. The performance advantages of ADP come with an accompanying set of trust requirements that are stringent for a network spanning mutually distrustful organizations. The cause for this stringency is shown to be propagation of trust relationships in ADP. Methods of breaking their propagation and thereby accomplishing a significant reduction in ADP's trust requirements are presented. ADP, being a protocol for establishing host-to-host channels, can be handled at the subtransport level of the protocol hierarchy. A prototype of ADP implemented on Sun workstations connected by an Ethernet is described. Experimental measurements confirm that both the average latency of messages and the maximum throughput are substantially better than other secure protocols.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.214834","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=214834","","Protocols;Cryptography;Public key;Computer networks;Authentication;Privacy;Prototypes;Sun;Workstations;Ethernet networks","data integrity;protocols;security of data","trust requirements;performance;fast subtransport-level protocol;secure communication;authenticated datagram protocol;host-to-host secure channels;agent-to-agent channels;Sun workstations;Ethernet;average latency;maximum throughput","","1","","7","","","","","","IEEE","IEEE Journals & Magazines"
"An automated software design assistant","J. Karimi; B. R. Konsynsky","Coll. of Bus. & Adm., Colorado Univ., Denver, CO, USA; NA","IEEE Transactions on Software Engineering","","1988","14","2","194","210","An automated software design assistant was implemented as a part of a long-term project with the objectives of applying the computer-aided technique to the tools in a software engineering environment. A set of quantitative measures are derived based on the degree to which a particular design satisfied the attributes associated with a structured software design. The measure are then used as decision rules for a computer-aided methodology for structured design. The feasibility of the approach is also demonstrated by a case study using a small application system design problem.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.4638","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=4638","","Software design;Process design;Software tools;Software measurement;Design methodology;Software engineering;Particle measurements;Application software;Information management","automatic programming;software tools;structured programming","software tools;automated software design assistant;software engineering environment;quantitative measures;structured software design","","7","","40","","","","","","IEEE","IEEE Journals & Magazines"
"Revisiting the Performance Evaluation of Automated Approaches for the Retrieval of Duplicate Issue Reports","M. S. Rakha; C. Bezemer; A. E. Hassan","Queen's University, Kingston, ON, Canada; Queen's University, Kingston, ON, Canada; Queen's University, Kingston, ON, Canada","IEEE Transactions on Software Engineering","","2018","44","12","1245","1268","Issue tracking systems (ITSs), such as Bugzilla, are commonly used to track reported bugs, improvements and change requests for a software project. To avoid wasting developer resources on previously-reported (i.e., duplicate) issues, it is necessary to identify such duplicates as soon as they are reported. Several automated approaches have been proposed for retrieving duplicate reports, i.e., identifying the duplicate of a new issue report in a list of<inline-formula><tex-math notation=""LaTeX"">$n$</tex-math><alternatives><inline-graphic xlink:href=""rakha-ieq1-2755005.gif"" xmlns:xlink=""http://www.w3.org/1999/xlink""/></alternatives></inline-formula>candidates. These approaches rely on leveraging the textual, categorical, and contextual information in previously-reported issues to decide whether a newly-reported issue has previously been reported. In general, these approaches are evaluated using data that spans a relatively short period of time (i.e., the classical evaluation). However, in this paper, we show that the classical evaluation tends to overestimate the performance of automated approaches for retrieving duplicate issue reports. Instead, we propose a realistic evaluation using all the reports that are available in the ITS of a software project. We conduct experiments in which we evaluate two popular approaches for retrieving duplicate issues (BM25F and REP) using the classical and realistic evaluations. We find that for the issue tracking data of the Mozilla foundation, the Eclipse foundation and OpenOffice, the realistic evaluation shows that previously proposed approaches perform considerably lower than previously reported using the classical evaluation. As a result, we conclude that the reported performance of approaches for retrieving duplicate issue reports is significantly overestimated in literature. In order to improve the performance of the automated retrieval of duplicate issue reports, we propose to leverage the resolution field of issue reports. Our experiments show that a relative improvement in the performance of a median of 7-21.5 percent and a maximum of 19-60 percent can be achieved by leveraging the resolution field of issue reports for the automated retrieval of duplicates.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2017.2755005","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=8048025","Text analysis;software engineering;performance evaluation","Text analysis;Computer bugs;Frequency measurement;Performance evaluation;Manuals;Ports (Computers)","","","","2","","36","","","","","","IEEE","IEEE Journals & Magazines"
"TuringTool: a user interface to aid in the software maintenance task","J. R. Cordy; N. L. Eliot; M. G. Robertson","Dept. of Comput. & Inf. Sci., Queen's Univ., Kingston, Ont., Canada; Dept. of Comput. & Inf. Sci., Queen's Univ., Kingston, Ont., Canada; NA","IEEE Transactions on Software Engineering","","1990","16","3","294","301","TuringTool is a source program viewing and editing system specifically designed to support the software maintenance task. TuringTool bases all of its views of the program on a single comprehensive viewing paradigm borrowed from program development environments: source text elision. It is shown how this paradigm can be used to represent several kinds of views appropriate to the maintenance of large source programs, including structural views and nonstructural views appropriate to the maintenance task and how it can be extended to allow dynamic creation of complex programmer-specified views using simple set theoretic operators to combine the effects of several views into one. The system exploits the highly structured nature of the Turing programming language to allow seamless viewing of programs consisting of many separately compiled source modules as one uniform source.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.48937","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=48937","","User interfaces;Software maintenance;Computer languages;Programming environments;Synthesizers;Programming profession;Councils;Tree graphs;Knowledge based systems;Large screen displays","high level languages;programming environments;software engineering;user interfaces","user interface;software maintenance task;source program;editing system;TuringTool;single comprehensive viewing paradigm;program development environments;source text elision;large source programs;structural views;nonstructural views;dynamic creation;complex programmer-specified views;simple set theoretic operators;Turing programming language;seamless viewing;separately compiled source modules;uniform source","","13","","17","","","","","","IEEE","IEEE Journals & Magazines"
"A Model-Driven Methodology for Developing Secure Data-Management Applications","D. Basin; M. Clavel; M. Egea; M. A. G. de Dios; C. Dania","ETH Zürich, Zürich, Switzerland; IMDEA Software, Campus de Montegancedo, s/n, Pozuelo de Alarcon, Madrid, Spain; ATOS Research & Innovation, Madrid, Spain; IMDEA Software, Campus de Montegancedo, s/n, Pozuelo de Alarcon, Madrid, Spain; IMDEA Software, Campus de Montegancedo, s/n, Pozuelo de Alarcon, Madrid, Spain","IEEE Transactions on Software Engineering","","2014","40","4","324","337","We present a novel model-driven methodology for developing secure data-management applications. System developers proceed by modeling three different views of the desired application: its data model, security model, and GUI model. These models formalize respectively the application's data domain, authorization policy, and its graphical interface together with the application's behavior. Afterwards a model-transformation function lifts the policy specified by the security model to the GUI model. This allows a separation of concerns where behavior and security are specified separately, and subsequently combined to generate a security-aware GUI model. Finally, a code generator generates a multi-tier application, along with all support for access control, from the security-aware GUI model. We report on applications built using our approach and the associated tool.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2013.2297116","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6698396","Model-driven development;model-driven security;access control;GUI models;model transformation","Data models;Graphical user interfaces;Unified modeling language;Authorization;Syntactics","authorisation;graphical user interfaces;software engineering","model-driven methodology;secure data-management applications;data model;security model;graphical user intefaces;authorization policy;model-transformation function;security-aware GUI model;code generator;multitier application;access control","","6","","30","","","","","","IEEE","IEEE Journals & Magazines"
"Incremental generation of parsers","J. Heering; P. Klint; J. Rekers","Dept. of Software Technol., Centre for Math. & Comput. Sci., Amsterdam, Netherlands; Dept. of Software Technol., Centre for Math. & Comput. Sci., Amsterdam, Netherlands; Dept. of Software Technol., Centre for Math. & Comput. Sci., Amsterdam, Netherlands","IEEE Transactions on Software Engineering","","1990","16","12","1344","1351","An LR-based parser generator for arbitrary context-free grammars that generates parsers by need and handles modifications to its input grammar by updating the parser it has generated so far is described. The need for these techniques is discussed in the context of interactive language definition environments. All required algorithms are presented. Measurements are given comparing their performance with that of conventional techniques.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.62443","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=62443","","Computer science;Mathematics;Delay","context-free grammars;program compilers","incremental parser generation;LR-based parser generator;arbitrary context-free grammars;input grammar;interactive language definition environments;algorithms;performance;conventional techniques","","13","","17","","","","","","IEEE","IEEE Journals & Magazines"
