"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Using Declarative Specification to Improve the Understanding, Extensibility, and Comparison of Model-Inference Algorithms","I. Beschastnikh; Y. Brun; J. Abrahamson; M. D. Ernst; A. Krishnamurthy","Department of Computer Science, University of British Columbia, Vancouver, BC, Canada; School of Computer Science, University of Massachusetts, Amherst, MA; Facebook Inc., Seattle, WA; Computer Science &amp; Engineering, University of Washington, Seattle, WA; Computer Science &amp; Engineering, University of Washington, Seattle, WA","IEEE Transactions on Software Engineering","","2015","41","4","408","428","It is a staple development practice to log system behavior. Numerous powerful model-inference algorithms have been proposed to aid developers in log analysis and system understanding. Unfortunately, existing algorithms are typically declared procedurally, making them difficult to understand, extend, and compare. This paper presents InvariMint, an approach to specify model-inference algorithms declaratively. We applied the InvariMint declarative approach to two model-inference algorithms. The evaluation results illustrate that InvariMint (1) leads to new fundamental insights and better understanding of existing algorithms, (2) simplifies creation of new algorithms, including hybrids that combine or extend existing algorithms, and (3) makes it easy to compare and contrast previously published algorithms. InvariMint's declarative approach can outperform procedural implementations. For example, on a log of 50,000 events, InvariMint's declarative implementation of the kTails algorithm completes in 12 seconds, while a procedural implementation completes in 18 minutes. We also found that InvariMint's declarative version of the Synoptic algorithm can be over 170 times faster than the procedural implementation.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2014.2369047","NSERC; Google; Microsoft Research via a SEIF; DARPA; NSF; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6951474","Model inference;API mining;specification mining;process mining;declarative specification;inference understanding;inference extensibility;inference comparison;InvariMint;kTails;synoptic;Model inference;API mining;specification mining;process mining;declarative specification;inference understanding;inference extensibility;inference comparison;InvariMint;kTails;synoptic","Inference algorithms;Postal services;Electronic mail;Algorithm design and analysis;Software algorithms;Educational institutions;Approximation algorithms","formal specification;inference mechanisms;system monitoring","log system behavior analysis;model inference algorithm specification;system understanding;InvariMint declarative specification approach;kTails algorithm;synoptic algorithm","","12","","42","","","","","","IEEE","IEEE Journals & Magazines"
"Scalable Differential Analysis of Process Algebra Models","M. Tribastone; S. Gilmore; J. Hillston","The University of Edinburgh, Edinburgh; The University of Edinburgh, Edinburgh; The University of Edinburgh, Edinburgh","IEEE Transactions on Software Engineering","","2012","38","1","205","219","The exact performance analysis of large-scale software systems with discrete-state approaches is difficult because of the well-known problem of state-space explosion. This paper considers this problem with regard to the stochastic process algebra PEPA, presenting a deterministic approximation to the underlying Markov chain model based on ordinary differential equations. The accuracy of the approximation is assessed by means of a substantial case study of a distributed multithreaded application.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2010.82","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5567115","Modeling and prediction;ordinary differential equations;Markov processes.","Mathematical model;Semantics;Computational modeling;Approximation methods;Numerical models;Stochastic processes;Markov methods","differential equations;Markov processes;multi-threading;process algebra;software engineering","scalable differential analysis;large-scale software systems;discrete-state approach;stochastic process algebra;PEPA;Markov chain model;ordinary differential equations;distributed multithreaded application","","44","","26","","","","","","IEEE","IEEE Journals & Magazines"
"Models of parallel applications with large computation and I/O requirements","E. Rosti; G. Serazzi; E. Smirni; M. S. Squillante","Dipt. di Sci. dell'Informazione, Milan Univ., Italy; NA; NA; NA","IEEE Transactions on Software Engineering","","2002","28","3","286","307","A fundamental understanding of the interplay between computation and I/O activities in parallel applications that manipulate huge amounts of data is critical to achieving good application performance, as well as correctly characterizing the workloads of large-scale high-performance parallel systems. We present a formal model of the behavior of CPU and I/O interactions in scientific applications, from which we derive various formulas that characterize application performance. Our model captures the I/O and CPU activity at different levels of granularity, where results from the model are shown to be in excellent agreement with measurement data from a set of I/O-intensive applications. Using the formulas from our model, which explicitly take I/O activity into account, we also present examples of possible applications of the model.","0098-5589;1939-3520;2326-3881","","10.1109/32.991321","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=991321","","Computer applications;Concurrent computing","parallel programming;software performance evaluation;input-output programs","parallel programs;workload characterization;performance modeling;application performance;CPU;scientific applications;granularity;computation requirements;input output requirements","","23","","53","","","","","","IEEE","IEEE Journals & Magazines"
"Automatic detection and diagnosis of faults in generated code for procedure calls","M. W. Bailey; J. W. Davidson","Dept. of Comput. Sci., Hamilton Coll., Clinton, NY, USA; NA","IEEE Transactions on Software Engineering","","2003","29","11","1031","1042","In this paper, we present a compiler testing technique that closes the gap between existing compiler implementations and correct compilers. Using formal specifications of procedure-calling conventions, we have built a target-sensitive test suite generator that builds test cases for a specific aspect of compiler code generators: the procedure-calling sequence generator. By exercising compilers with these specification-derived target-specific test suites, our automated testing tool has exposed bugs in every compiler tested on the MIPS and one compiler on the SPARC. These compilers include some that have been in heavy use for many years. Once a fault has been detected, the system can often suggest the nature of the problem. The testing system is an invaluable tool for detecting, isolating, and correcting faults in today's compilers.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2003.1245304","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1245304","","Fault detection;Fault diagnosis;Automatic testing;Automata;Computer bugs;Robustness;Program processors;Computer languages;Computer science;Educational institutions","program compilers;program debugging;program testing;compiler generators","procedure calls;compiler testing;compiler implementations;formal specifications;target-sensitive test suite generator;procedure-calling sequence generator;SPARC;compiler debugging","","2","","21","","","","","","IEEE","IEEE Journals & Magazines"
"Pair Programming and Software Defects--A Large, Industrial Case Study","E. di Bella; I. Fronza; N. Phaphoom; A. Sillitti; G. Succi; J. Vlasenko","University of Genova, Genova; Free University of Bolzano - Bozen, Bolzano; Free University of Bolzano - Bozen, Bolzano; Free University of Bolzano - Bozen, Bolzano; Free University of Bozen - Bolzano, Bolzano; Free University of Bolzano - Bozen, Bolzano","IEEE Transactions on Software Engineering","","2013","39","7","930","953","In the last decade, there has been increasing interest in pair programming (PP). However, despite the existing work, there is still a lack of substantial evidence of the effects of PP in industrial environments. To address this issue, we have analyzed the work of a team of 17 industrial developers for 14 months. The team is part of the IT department of a large Italian manufacturing company; it adopts a customized version of extreme programming (XP). We have investigated the effects of PP on software quality in five different scenarios. The results show that PP appears to provide a perceivable but small effect on the reduction of defects in these settings.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2012.68","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6331491","Pair programming;software defects;case study","Programming;Software","configuration management;manufacturing industries;production engineering computing;software fault tolerance;software prototyping;software quality;team working","pair programming;software defects;industrial case study;IT department;large Italian manufacturing company;extreme programming;customized version;software quality","","32","","94","","","","","","IEEE","IEEE Journals & Magazines"
"Bounding cache-related preemption delay for real-time systems","Chang-Gun Lee; Kwangpo Lee; Joosun Hahn; Yang-Min Seo; Sang Lyul Min; Rhan Ha; Seongsoo Hong; Chang Yun Park; Minsuk Lee; Chong Sang Kim","Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA; NA; NA; NA; NA; NA; NA; NA; NA; NA","IEEE Transactions on Software Engineering","","2001","27","9","805","826","Cache memory is used in almost all computer systems today to bridge the ever increasing speed gap between the processor and main memory. However, its use in multitasking computer systems introduces additional preemption delay due to the reloading of memory blocks that are replaced during preemption. This cache-related preemption delay poses a serious problem in realtime computing systems where predictability is of utmost importance. We propose an enhanced technique for analyzing and thus bounding the cache-related preemption delay in fixed-priority preemptive scheduling focusing on instruction caching. The proposed technique improves upon previous techniques in two important ways. First, the technique takes into account the relationship between a preempted task and the set of tasks that execute during the preemption when calculating the cache-related preemption delay. Second, the technique considers the phasing of tasks to eliminate many infeasible task interactions. These two features are expressed as constraints of a linear programming problem whose solution gives a guaranteed upper bound on the cache-related preemption delay. This paper also compares the proposed technique with previous techniques using randomly generated task sets. The results show that the improvement on the worst-case response time prediction by the proposed technique over previous techniques ranges between 5 percent and 18 percent depending on the cache refill time when the task set utilization is 0.6. The results also show that as the cache refill time increases, the improvement increases, which indicates that accurate prediction of cache-related preemption delay by the proposed technique becomes increasingly important if the current trend of widening speed gap between the processor and main memory continues.","0098-5589;1939-3520;2326-3881","","10.1109/32.950317","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=950317","","Delay systems;Real time systems;Cache memory;Bridges;Multitasking;Added delay;Processor scheduling;Linear programming;Upper bound;Delay effects","scheduling;linear programming;cache storage;real-time systems;multiprogramming","cache-related preemption delay;real-time systems;cache memory;multitasking computer systems;realtime computing systems;fixed-priority preemptive scheduling;instruction caching;linear programming problem;worst-case response time prediction;cache refill time;schedulability analysis","","40","","29","","","","","","IEEE","IEEE Journals & Magazines"
"Ranking significance of software components based on use relations","K. Inoue; R. Yokomori; T. Yamamoto; M. Matsushita; S. Kusumoto","Dept. of Comput. Sci., Osaka Univ., Japan; Dept. of Comput. Sci., Osaka Univ., Japan; NA; NA; NA","IEEE Transactions on Software Engineering","","2005","31","3","213","225","Collections of already developed programs are important resources for efficient development of reliable software systems. In this paper, we propose a novel graph-representation model of a software component library (repository), called component rank model. This is based on analyzing actual usage relations of the components and propagating the significance through the usage relations. Using the component rank model, we have developed a Java class retrieval system named SPARS-J and applied SPARS-J to various collections of Java files. The result shows that SPARS-J gives a higher rank to components that are used more frequently. As a result, software engineers looking for a component have a better chance of finding it quickly. SPARS-J has been used by two companies, and has produced promising results.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2005.38","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1423993","Index Terms- Component rank;graph representation model;reuse models;program analysis;reusable libraries.","Software libraries;Java;Software quality;Internet;Application software;Companies;Software systems;Programming;Information retrieval;Information analysis","Java;program diagnostics;software reusability;software libraries","graph-representation model;software component library;component rank model;Java class retrieval system;software reusability;program analysis","","71","","29","","","","","","IEEE","IEEE Journals & Magazines"
"Discovering Architectures from Running Systems","B. Schmerl; J. Aldrich; D. Garlan; R. Kazman; Hong Yan","NA; NA; NA; NA; NA","IEEE Transactions on Software Engineering","","2006","32","7","454","466","One of the challenging problems for software developers is guaranteeing that a system as built is consistent with its architectural design. In this paper, we describe a technique that uses runtime observations about an executing system to construct an architectural view of the system. In this technique, we develop mappings that exploit regularities in system implementation and architectural style. These mappings describe how low-level system events can be interpreted as more abstract architectural operations and are formally defined using colored Petri nets. In this paper, we describe a system, called DiscoTect, that uses these mappings and we introduce the DiscoSTEP mapping language and its formal definition. Two case studies showing the application of DiscoTect suggest that the tool is practical to apply to legacy systems and can dynamically verify conformance to a preexisting architectural specification","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2006.66","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1677532","Software architecture discovery;reverse engineering;architecture design tools and analyses.","Runtime;Computer architecture;Software architecture;Monitoring;Petri nets;Application software;Reverse engineering;Software systems;Connectors;Databases","formal specification;formal verification;Petri nets;reverse engineering;software architecture;software maintenance","software architecture discovery;reverse engineering;architecture design tool;runtime observation;formal specification;colored Petri net;legacy system;formal verification","","50","","50","","","","","","IEEE","IEEE Journals & Magazines"
"Generating Complete Controllable Test Suites for Distributed Testing","R. M. Hierons","Department of Computer Science, Brunel University, United Kingdom","IEEE Transactions on Software Engineering","","2015","41","3","279","293","A test suite is m-complete for finite state machine (FSM) M if it distinguishes between M and all faulty FSMs with m states or fewer. While there are several algorithms that generate m-complete test suites, they cannot be directly used in distributed testing since there can be additional controllability and observability problems. Indeed, previous results show that there is no general method for generating an m-complete test suite for distributed testing and so the focus has been on conditions under which this is possible. This paper takes a different approach, which is to generate what we call cm-complete test suites: controllable test suites that distinguish an FSM N with no more than m states from M if this is possible in controllable testing. Thus, under the hypothesis that the system under test has no more than m states, a cm-complete test suite achieves as much as is possible given the restriction that testing should be controllable. We show how the problem of generating a cm-complete test suite can be mapped to the problem of generating an m-complete test suite for a partial FSM. Thus, standard test suite generation methods can be adapted for use in distributed testing.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2014.2364035","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6930767","Software engineering/software/program verification;software engineering/testing and debugging;systems and software;distributed testing;test suite generation;checking experiment;Software engineering/software/program verification;software engineering/testing and debugging;systems and software;distributed testing;test suite generation;checking experiment","Testing;Controllability;Ports (Computers);Protocols;Automata;Computer architecture;Observability","distributed processing;finite state machines;program debugging;program testing","complete controllable test suite generation;distributed testing;m-complete test suite;finite state machine;faulty FSM;controllability problem;observability problem;c<sub>m</sub>-complete test suites;controllable testing;system under test;partial-FSM;standard test suite generation methods","","7","","49","","","","","","IEEE","IEEE Journals & Magazines"
"Reliability and validity in comparative studies of software prediction models","I. Myrtveit; E. Stensrud; M. Shepperd","Norwegian Sch. of Manage. BI, Sandvika, Norway; NA; NA","IEEE Transactions on Software Engineering","","2005","31","5","380","391","Empirical studies on software prediction models do not converge with respect to the question ""which prediction model is best?"" The reason for this lack of convergence is poorly understood. In this simulation study, we have examined a frequently used research procedure comprising three main ingredients: a single data sample, an accuracy indicator, and cross validation. Typically, these empirical studies compare a machine learning model with a regression model. In our study, we use simulation and compare a machine learning and a regression model. The results suggest that it is the research procedure itself that is unreliable. This lack of reliability may strongly contribute to the lack of convergence. Our findings thus cast some doubt on the conclusions of any study of competing software prediction models that used this research procedure as a basis of model comparison. Thus, we need to develop more reliable research procedures before we can have confidence in the conclusions of comparative studies of software prediction models.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2005.58","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1438374","Index Terms- Software metrics;cost estimation;cross-validation;empirical methods;arbitrary function approximators;machine learning;estimation by analogy;regression analysis;simulation;reliability;validity;accuracy indicators.","Predictive models;Machine learning;Convergence;Mathematical model;Regression analysis;Artificial neural networks;Cost function;Analytical models;Programming;Maximum likelihood estimation","software reliability;software cost estimation;software metrics;program verification;convergence;regression analysis;function approximation;learning (artificial intelligence)","software reliability;software validity;software prediction model;convergence;data sample;accuracy indicator;cross validation;machine learning model;regression model;simulation;software metrics;cost estimation;empirical method;arbitrary function approximators;analogy estimation","","116","","44","","","","","","IEEE","IEEE Journals & Magazines"
"Analysis and visualization of predicate dependence on formal parameters and global variables","D. Binkley; M. Harman","Loyola Coll., Baltimore, MD, USA; NA","IEEE Transactions on Software Engineering","","2004","30","11","715","735","Empirical data concerning the qualitative and quantitative nature of program dependence is presented for a set of 20 programs ranging from 600 lines of code to 167,000 lines of code. The sources of dependence considered are global variables and formal parameters and the targets considered are a program's predicate nodes. The results show that as the number of formal parameters available to a predicate increases, there is a decrease in the proportion of these formal parameters which are depended upon by the predicate. No such correlation was found for global variables. Results from theoretical and actual computation time analysis indicate that the computation of dependence information is practical, suggesting that the analysis may be beneficial to several application areas. The paper also presents results concerning correlations that provide strong evidence that the global and formal dependence sources are independent of one another and that the numbers of globals and formals are independent of the size of the procedure that contains them. Finally, two visualization techniques for displaying dependence information are introduced. Illustrations show how these visualizations and predicate dependence analysis can assist in activities such as testing, comprehension, and evolution.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2004.78","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1359767","Index Terms- Dependence analysis;program slicing;program comprehension;software maintenance.","Humans;Information analysis;Independent component analysis;Data visualization;Software maintenance;Software engineering;Application software;Automatic testing;Logic;Software testing","program testing;program slicing;software maintenance;formal specification;program visualisation","predicate dependence visualization;formal parameter;global variable;program dependence;program predicate node","","19","","79","","","","","","IEEE","IEEE Journals & Magazines"
"The impact of UML documentation on software maintenance: an experimental evaluation","E. Arisholm; L. C. Briand; S. E. Hove; Y. Labiche","Dept. of Software Eng., Simula Res. Lab., Norway; Dept. of Software Eng., Simula Res. Lab., Norway; Dept. of Software Eng., Simula Res. Lab., Norway; NA","IEEE Transactions on Software Engineering","","2006","32","6","365","381","The Unified Modeling Language (UML) is becoming the de facto standard for software analysis and design modeling. However, there is still significant resistance to model-driven development in many software organizations because it is perceived to be expensive and not necessarily cost-effective. Hence, it is important to investigate the benefits obtained from modeling. As a first step in this direction, this paper reports on controlled experiments, spanning two locations, that investigate the impact of UML documentation on software maintenance. Results show that, for complex tasks and past a certain learning curve, the availability of UML documentation may result in significant improvements in the functional correctness of changes as well as the quality of their design. However, there does not seem to be any saving of time. For simpler tasks, the time needed to update the UML documentation may be substantial compared with the potential benefits, thus motivating the need for UML tools with better support for software maintenance","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2006.59","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1650213","Maintenance;UML;experiment.","Unified modeling language;Documentation;Software maintenance;Object oriented modeling;Programming;Software standards;Software design;Software systems;Costs;Design engineering","software maintenance;system documentation;Unified Modeling Language","UML documentation;software maintenance;Unified Modeling Language;software analysis;design modeling;model-driven development;software organization","","71","","36","","","","","","IEEE","IEEE Journals & Magazines"
"Tool-Supported Refactoring of Existing Object-Oriented Code into Aspects","D. Binkley; M. Ceccato; M. Harman; F. Ricca; P. Tonella","Loyola College in Maryland, 4501 North Charles Street, Baltimore, MD 21210-2699; ITC-irst, Via Sommarive 18, 38050 Povo (Trento), Italy; King’s College London, Strand, London, WC2R 2LS, UK; ITC-irst, Via Sommarive 18, 38050 Povo (Trento), Italy; ITC-irst, Via Sommarive 18, 38050 Povo (Trento), Italy","IEEE Transactions on Software Engineering","","2006","32","9","698","717","Aspect-oriented programming (AOP) provides mechanisms for the separation of crosscutting concerns - functionalities scattered through the system and tangled with the base code. Existing systems are a natural testbed for the AOP approach since they often contain several crosscutting concerns which could not be modularized using traditional programming constructs. This paper presents an automated approach to the problem of migrating systems developed according to the object-oriented programming (OOP) paradigm into aspect-oriented programming (AOP). A simple set of six refactorings has been defined to transform OOP to AOP and has been implemented in the AOP-migrator tool, an Eclipse plug-in. A set of enabling transformations from OOP to OOP complement the initial set of refactorings. The paper presents the results of four case studies, which use the approach to migrate selected crosscutting concerns from medium-sized Java programs (in the range of 10K to 40K lines of code) into equivalent programs in AspectJ. The case study results show the feasibility of the migration and indicate the importance of the enabling transformations as a preprocessing step","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2006.95","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1707668","Aspect-oriented software development;refactoring;program transformation.","Object oriented programming;Scattering;System testing;Automatic programming;Java;Contracts;Software engineering;Automatic control;Costs;Humans","Java;object-oriented programming;program compilers;software quality;software tools","aspect-oriented programming;crosscutting concern;migrating system;object-oriented programming;Java program;AspectJ;tool-supported refactoring;program transformation","","39","","36","","","","","","IEEE","IEEE Journals & Magazines"
"Reporting Usability Defects: A Systematic Literature Review","N. S. M. Yusop; J. Grundy; R. Vasa","Faculty of Computer and Mathematical Science, Universiti Teknologi MARA, Malaysia; Faculty of Science, Engineering and Built Environment, Deakin University, AUD, Australia; Faculty of Science, Engineering and Built Environment, Deakin University, AUD, Australia","IEEE Transactions on Software Engineering","","2017","43","9","848","867","Usability defects can be found either by formal usability evaluation methods or indirectly during system testing or usage. No matter how they are discovered, these defects must be tracked and reported. However, empirical studies indicate that usability defects are often not clearly and fully described. This study aims to identify the state of the art in reporting of usability defects in the software engineering and usability engineering literature. We conducted a systematic literature review of usability defect reporting drawing from both the usability and software engineering literature from January 2000 until March 2016. As a result, a total of 57 studies were identified, in which we classified the studies into three categories: reporting usability defect information, analysing usability defect data and key challenges. Out of these, 20 were software engineering studies and 37 were usability studies. The results of this systematic literature review show that usability defect reporting processes suffer from a number of limitations, including: mixed data, inconsistency of terms and values of usability defect data, and insufficient attributes to classify usability defects. We make a number of recommendations to improve usability defect reporting and management in software engineering.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2016.2638427","Ministry of Higher Education Malaysia, Universiti Teknologi MARA (UiTM); ARC Discovery projects scheme, the Deakin Software Technology Innovation Lab; ","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=7779159","Systematic review;test management;user interface;usability testing;usability defect reporting","Usability;Systematics;Software engineering;Testing;Human computer interaction;Bibliographies","formal verification;pattern classification;product design;program testing","formal usability evaluation;system testing;software engineering;usability defect reporting processes;mixed data;usability defect data;usability defect classification","","3","","87","","Traditional","","","","IEEE","IEEE Journals & Magazines"
"Contract-checking wrappers for C++ classes","S. H. Edwards; M. Sitaraman; B. W. Weide; E. Hollingsworth","Comput. Sci. Dept., Virginia Tech., Blacksburg, VA, USA; NA; NA; NA","IEEE Transactions on Software Engineering","","2004","30","11","794","810","Two kinds of interface contract violations can occur in component-based software: A client component can fail to satisfy a requirement of a component it is using, or a component implementation can fail to fulfill its obligations to the client. The traditional approach to detecting and reporting such violations is to embed assertion checks into component source code, with compile-time control over whether they are enabled. This works well for the original component developers, but it fails to meet the needs of component clients who do not have access to source code for such components. A wrapper-based approach, in which contract checking is not hard-coded into the underlying component but is ""layered"" on top of it, offers several relative advantages. It is practical and effective for C++ classes. Checking code can be distributed in binary form along with the underlying component, it can be installed or removed without requiring recompilation of either the underlying component or the client code, it can be selectively enabled or disabled by the component client on a per-component basis, and it does not require the client to have access to any special tools (which might have been used by the component developer) to support wrapper installation and control. Experimental evidence indicates that wrappers in C++ impose-modest additional overhead compared to inlining assertion checks.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2004.80","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1359771","Index Terms- Assertion checkers;binary components;design by contract;preconditions;postconditions;class invariants;coding techniques;debugging aids;specification.","Contracts;Runtime;Debugging;Testing;Computer Society;Software engineering;Modular construction;Software systems;Assembly systems;Investments","C++ language;object-oriented programming;data encapsulation;program debugging;formal specification;formal verification","contract-checking wrapper;C++ class;component-based software;component source code;wrapper-based approach;assertion checker;binary component;design by contract;class invariant","","11","","38","","","","","","IEEE","IEEE Journals & Magazines"
"Toward a Formalism for Conservative Claims about the Dependability of Software-Based Systems","P. Bishop; R. Bloomfield; B. Littlewood; A. Povyakalo; D. Wright","City University, London and Adelard LLP, London; City University, London and Adelard LLP, London; City University, London; City University, London; City University, London","IEEE Transactions on Software Engineering","","2011","37","5","708","717","In recent work, we have argued for a formal treatment of confidence about the claims made in dependability cases for software-based systems. The key idea underlying this work is ""the inevitability of uncertainty"": It is rarely possible to assert that a claim about safety or reliability is true with certainty. Much of this uncertainty is epistemic in nature, so it seems inevitable that expert judgment will continue to play an important role in dependability cases. Here, we consider a simple case where an expert makes a claim about the probability of failure on demand (pfd) of a subsystem of a wider system and is able to express his confidence about that claim probabilistically. An important, but difficult, problem then is how such subsystem (claim, confidence) pairs can be propagated through a dependability case for a wider system, of which the subsystems are components. An informal way forward is to justify, at high confidence, a strong claim, and then, conservatively, only claim something much weaker: ""I'm 99 percent confident that the pfd is less than 10<sup>-5</sup>, so it's reasonable to be 100 percent confident that it is less than 10<sup>-3</sup>."" These conservative pfds of subsystems can then be propagated simply through the dependability case of the wider system. In this paper, we provide formal support for such reasoning.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2010.67","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5492693","Bayesian probability;safety case;software reliability.","Uncertainty;Software reliability;Phase frequency detector;Battery powered vehicles;Software systems;Software safety;Programming;Power engineering computing;Reliability engineering;Power engineering and energy","probability;software fault tolerance;uncertainty handling","software-based system dependability;software-based system safety;software-based system reliability;probability of failure on demand;conservative claims;formal support","","12","","24","","","","","","IEEE","IEEE Journals & Magazines"
"The Awareness Network, To Whom Should I Display My Actions? And, Whose Actions Should I Monitor?","C. R. B. de Souza; D. F. Redmiles","IBM Brazil, S&#x0E3; o Paulo; University of California, Irvine, Irvine","IEEE Transactions on Software Engineering","","2011","37","3","325","340","The concept of awareness plays a pivotal role in research in Computer-Supported Cooperative Work. Recently, software engineering researchers interested in the collaborative nature of software development have explored the implications of this concept in the design of software development tools. A critical aspect of awareness is the associated coordinative work practices of displaying and monitoring actions. This aspect concerns how colleagues monitor one another's actions to understand how these actions impact their own work and how they display their actions in such a way that others can easily monitor them while doing their own work. In this paper, we focus on an additional aspect of awareness: the identification of the social actors who should be monitored and the actors to whom their actions should be displayed. We address this aspect by presenting software developers' work practices based on ethnographic data from three different software development teams. In addition, we illustrate how these work practices are influenced by different factors, including the organizational setting, the age of the project, and the software architecture. We discuss how our results are relevant for both CSCW and software engineering researchers.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2011.19","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=5710950","Computer-supported cooperative work;organizational management and coordination;programming environments;programming teams;tools.","Software;Programming;Monitoring;Interviews;Collaboration;Servers","groupware;software architecture","awareness network;computer-supported cooperative work;software development;social actor;ethnographic data;organizational setting;project age;software architecture;CSCW","","31","","57","","","","","","IEEE","IEEE Journals & Magazines"
"Heuristic search + local model checking in selective mu-calculus","A. Santone","Res. Centre on Software Technol., Univ. of Sannio, Benevento, Italy","IEEE Transactions on Software Engineering","","2003","29","6","510","523","Many tools for the automatic analysis or verification of finite-state distributed systems are based on construction of the global state graph of the system under consideration. Thus, they often fail because of the state explosion problem: the state space of a distributed system potentially increases exponentially in the number of its parallel components. To overcome this problem, we present a model checking procedure, based on the combination of heuristic searches with ideas taken from local model checking. We use heuristic mechanisms for exploration of the search space in order to avoid construction of the complete state graph.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2003.1205179","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1205179","","Explosions;State-space methods;Sequential circuits;Costs;Space exploration;Logic design;Protocols;Circuit simulation;Circuit testing;Data structures","formal verification;search problems;heuristic programming;state-space methods;process algebra","automatic analysis;verification;finite-state distributed systems;global state graph;state explosion problem;state space;parallel components;local model checking;heuristic search;search space;state graph;selective mu-calculus","","15","","40","","","","","","IEEE","IEEE Journals & Magazines"
"Effective Software Merging in the Presence of Object-Oriented Refactorings","D. Dig; K. Manzoor; R. E. Johnson; T. N. Nguyen","University of Illinois at Urbana-Champaign, Urbana; University of Illinois at Urbana-Champaign, Urbana; University of Illinois at Urbana-Champaign, Urbana; Iowa State University, Ames","IEEE Transactions on Software Engineering","","2008","34","3","321","335","Current text based Software Configuration Management (SCM) systems have trouble with refactorings. Refactorings result in global changes which lead to merge conflicts. A refactoring-aware SCM system reduces merge conflicts. This paper describes MolhadoRef, a refactoring-aware SCM system and the merge algorithm at its core. MolhadoRef records change operations (refactorings and edits) used to produce one version, and replays them when merging versions. Since refactorings are change operations with well defined semantics, MolhadoRef treats them intelligently. A case study and a controlled experiment show that MolhadoRef automatically solves more merge conflicts than CVS while resulting in fewer merge errors.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2008.29","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=4509441","Configuration Management;Restructuring;reverse engineering;and reengineering;Version control;Configuration Management;Restructuring;reverse engineering;and reengineering;Version control","Merging;Programming profession;Automatic control;Java;Computer Society;Error correction;Control systems;Runtime","object-oriented programming;software engineering","software merging;object-oriented refactorings;software configuration management;refactoring-aware SCM system;MolhadoRef records","","29","","41","","","","","","IEEE","IEEE Journals & Magazines"
