"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Evaluating alternative software production functions","Qing Hu","Dept. of Decision & Inf. Syst., Florida Atlantic Univ., Boca Raton, FL, USA","IEEE Transactions on Software Engineering","","1997","23","6","379","387","Software development projects are notorious for cost overruns and schedule delays. While dozens of software cost models have been proposed, few of them seem to have any degree of consistent accuracy. One major factor contributing to this persistent and wide spread problem is an inadequate understanding of the real behavior of software development processes. We believe that software development could be studied as an economic production process and that established economic theories and methods could be used to develop and validate software production and cost models. We present the results of evaluating four alternative software production models using the P-test, a statistical procedure developed specifically for testing the truth of a hypothesis in the presence of alternatives in econometric studies. We found that the truth of the widely used Cobb-Douglas type of software production and cost models (e.g., COCOMO) cannot be maintained in the presence of quadratic or translog models. Overall, the quadratic software production function is shown to be the most plausible model for representing software production processes. Limitations of this study and future directions are also discussed.","0098-5589;1939-3520;2326-3881","","10.1109/32.601078","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=601078","","Programming;Cost function;Econometrics;Software maintenance;Delay;Production systems;Software systems;Software testing;Environmental economics;Size measurement","software cost estimation;economics;project management;statistical analysis","alternative software production function evaluation;software development projects;cost overruns;schedule delays;software cost models;consistent accuracy;software development processes;economic production process;economic theories;cost models;software production models;P-test;statistical procedure;hypothesis testing;econometric studies;translog models;quadratic software production function","","19","","39","","","","","","IEEE","IEEE Journals & Magazines"
"Salient features of an executable specification language and its environment","P. Zave; W. Schell","AT&T Bell Laboratories, Murray Hill, NJ 07974; AT&T Bell Laboratories, Murray Hill, NJ 07974","IEEE Transactions on Software Engineering","","1986","SE-12","2","312","325","The executable specification language PAISLey and its environment are presented as a case study in the design of computer languages. It is shown that PAISLey is unusual (and for some features unique) in having the following desirable features: (1) there is both synchronous and asynchronous parallelism free of mutual-exclusion problems, (2) all computations are encapsulated, (3) specifications in the language can be executed no matter how incomplete they are, (4) timing constraints are executable, (5) specifications are organized so that bounded resource consumption can be guaranteed, (6) almost all forms of inconsistency can be detected by automated checking, and (7) a notable degree of simplicity is maintained. Conclusions are drawn concerning the differences between executable specification languages and programming languages, and potential uses for PAISLey are given.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1986.6312946","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6312946","Distributed systems;executable specifications;functional programming;interpreters;language design;operational approach to software development;parallelism;performance simulation;programming environments;real-time systems;user interfaces","Parallel processing;Monitoring;Specification languages;Functional programming;Computational modeling","specification languages","executable specification language;PAISLey;computer languages;parallelism;mutual-exclusion;timing constraints;automated checking;simplicity","","28","","","","","","","","IEEE","IEEE Journals & Magazines"
"Exception handlers in functional programming languages","R. Govindarajan","Dept. of Electr. Eng., McGill Univ., Montreal, Que., Canada","IEEE Transactions on Software Engineering","","1993","19","8","826","834","Constructs for expressing exception handling can greatly help to avoid clutter in code by allowing the programmer to separate the code to handle unusual situations from the code for the normal case. The author proposes a new approach to embed exception handlers in functional languages. The proposed approach discards the conventional view of treating exceptions, as a means of effecting a control transfer; instead, exceptions are used to change the state of an object. The two types of exceptions, terminate and resume, are treated differently. A terminate exception, when raised, is viewed as shielding the input object. On the other hand, a resume exception designates the input object as curable and requires the immediate application of a handler function. This approach enables the clean semantics of functions raising exceptions without associating any implementation restriction and without loss of the referential transparency and the commutativity properties of functions.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.238585","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=238585","","Functional programming;Resumes;Fault tolerance;Application software;Computer languages;Software standards;Programming profession;Parallel processing;Robustness;Software reliability","exception handling;functional programming;high level languages;programming theory","functional programming;exception handling;programmer;functional languages;terminate;resume;input object;implementation restriction;referential transparency;commutativity properties","","2","","11","","","","","","IEEE","IEEE Journals & Magazines"
"The SeaView security model","T. F. Lunt; D. E. Denning; R. R. Schell; M. Heckman; W. R. Shockley","SRI Int., Menlo Park, CA, USA; NA; NA; NA; NA","IEEE Transactions on Software Engineering","","1990","16","6","593","607","A multilevel database is intended to provide the security needed for database systems that contain data at a variety of classifications and serve a set of users having different clearances. A formal security model for such a system is described. The model is formulated in two layers, one corresponding to a reference monitor that enforces mandatory security, and the second an extension of the standard relational model defining multilevel relations and formalizing policies for labeling new and derived data, data consistency, and discretionary security. The model also defines application-independent properties for entity integrity, referential integrity, and polyinstantiation integrity.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.55088","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=55088","","Data security;Database systems;Relational databases;Multilevel systems;Military computing;Transaction databases;Monitoring;Labeling;Protection;Authorization","relational databases;security of data;software engineering","policy formalization;new data;SeaView security model;multilevel database;classifications;users;clearances;formal security model;reference monitor;mandatory security;standard relational model;multilevel relations;labeling;derived data;data consistency;discretionary security;application-independent properties;entity integrity;referential integrity;polyinstantiation integrity","","82","","23","","","","","","IEEE","IEEE Journals & Magazines"
"Test selection based on finite state models","S. Fujiwara; G. v. Bochmann; F. Khendek; M. Amalou; A. Ghedamsi","Dept. d'Inf. et de Recherche Oper., Montreal Univ., Que., Canada; Dept. d'Inf. et de Recherche Oper., Montreal Univ., Que., Canada; Dept. d'Inf. et de Recherche Oper., Montreal Univ., Que., Canada; Dept. d'Inf. et de Recherche Oper., Montreal Univ., Que., Canada; Dept. d'Inf. et de Recherche Oper., Montreal Univ., Que., Canada","IEEE Transactions on Software Engineering","","1991","17","6","591","603","A method for the selection of appropriate test case, an important issue for conformance testing of protocol implementations as well as software engineering, is presented. Called the partial W-method, it is shown to have general applicability, full fault-detection power, and yields shorter test suites than the W-method. Various other issues that have an impact on the selection of a suitable test suite including the consideration of interaction parameters, various test architectures for protocol testing and the fact that many specifications do not satisfy the assumptions made by most test selection methods (such as complete definition, a correctly implemented reset function, a limited number of states in the implementation, and determinism), are discussed.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.87284","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=87284","","Protocols;Software testing;Automata;Hardware;System testing;Software engineering;Formal specifications;Councils","conformance testing;program testing;protocols","finite state models;conformance testing;protocol implementations;software engineering;partial W-method;full fault-detection power;test suites;interaction parameters;test architectures;protocol testing;reset function;determinism","","280","","24","","","","","","IEEE","IEEE Journals & Magazines"
"A transportable programming language (TPL) system. II. The bifunctional compiler system","S. Leong; S. Jodis; K. Sullivan; O. Jiang; P. A. D. de Maine","Dept. of Comput. Sci. & Eng., Auburn Univ., AL, USA; Dept. of Comput. Sci. & Eng., Auburn Univ., AL, USA; Dept. of Comput. Sci. & Eng., Auburn Univ., AL, USA; Dept. of Comput. Sci. & Eng., Auburn Univ., AL, USA; Dept. of Comput. Sci. & Eng., Auburn Univ., AL, USA","IEEE Transactions on Software Engineering","","1990","16","6","639","646","For pt.I see P.A.D. de Maine, S. Leong, and C.G. Dairs, Int. J. Comput. Inform. Sci., vol.14, p.161-82, 1985. The transportable programming language (TPL) method is a high-level-language approach that uses a bifunctional compiler to efficiently convert code among various dialects of a particular high-level language (HLL) via the hypothetical parent of the high-level language (HPHLL). The TPL compiler system that has been implemented has three parts: a rule modifier, a table generator, and a TPL compiler. A metalanguage, called the conversion rule description language (CRDL), is used to describe the conversion of a dialect to HPHLL and of the HPHLL to another dialect. The table generator translates those descriptions to tabular forms that drive the bifunctional compiler. The TPL compiler can then be used to translate programs coded in a local dialect into HPHLL and vice versa. The rule modifier alters the descriptions of a default-a synthetic 'most common'-dialect. It greatly simplifies the task of writing the conversion descriptions for a new environment or dialect. The TPL method is now being extended so that it can be used to retarget a dialect of any HLL to a standard environment such as Ada. Details of the TPL compiler system are given.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.55092","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=55092","","Computer languages;High level languages;Program processors;Computer science;Writing;Transportation;Performance evaluation;Software testing;Time to market","high level languages;program compilers","code conversion, program translation;transportable programming language;high-level-language;bifunctional compiler;hypothetical parent;rule modifier;table generator;metalanguage;conversion rule description language;tabular forms","","3","","28","","","","","","IEEE","IEEE Journals & Magazines"
"Software Fault Tolerance: An Evaluation","T. Anderson; P. A. Barrett; D. N. Halliwell; M. R. Moulding","Centre for Software Reliability, University of Newcastle upon Tyne; NA; NA; NA","IEEE Transactions on Software Engineering","","1985","SE-11","12","1502","1510","In order to assess the effectiveness of software fault tolerance techniques for enhancing the reliability of practical systems, a major experimental project has been conducted at the University of Newcastle upon Tyne. Techniques were developed for, and applied to, a realistic implementation of a real-time system (a naval command and control system). Reliability data were collected by operating this system in a simulated tactical environment for a variety of action scenarios. This paper provides an overview of the project and presents the results of three phases of experimentation. An analysis of these results shows that use of the software fault tolerance approach yielded a substantial improvement in the reliability of the command and control system.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1985.231894","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1701973","Real-time systems;software fault tolerance;software reliability","Fault tolerance;Software reliability;Fault tolerant systems;Reliability engineering;Command and control systems;Software systems;Programming;Software performance;Real time systems;Software maintenance","","Real-time systems;software fault tolerance;software reliability","","34","","27","","","","","","IEEE","IEEE Journals & Magazines"
"A noninterference monitoring and replay mechanism for real-time software testing and debugging","J. J. P. Tsai; K. -. Fang; H. -. Chen; Y. -. Bi","Dept. of Electr. Eng. & Comput. Sci., Illinois Univ., Chicago, IL, USA; Dept. of Electr. Eng. & Comput. Sci., Illinois Univ., Chicago, IL, USA; Dept. of Electr. Eng. & Comput. Sci., Illinois Univ., Chicago, IL, USA; Dept. of Electr. Eng. & Comput. Sci., Illinois Univ., Chicago, IL, USA","IEEE Transactions on Software Engineering","","1990","16","8","897","916","A noninterference monitoring and replay mechanism using the recorded execution history of a program to control the replay of the program behavior and guarantee the reproduction of its errors is presented. Based on this approach, a noninterference monitoring architecture has been developed to collect the program execution data of a target real-time software system without affecting its execution. A replay mechanism designed to control the reproduction of the program behavior as well as the examination of the states of the target system and its behavior is presented. The monitoring system has been implemented using a Motorola 68000 computer in a Unix system environment. An example is used to illustrate how the mechanism detects timing errors of real-time software systems.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.57626","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=57626","","Monitoring;Software testing;Real time systems;Software systems;Software debugging;Timing;System testing;History;Error correction;Computer architecture","program debugging;program testing;real-time systems","real-time software testing;recorded execution history;program behavior;noninterference monitoring architecture;program execution data;target real-time software system;replay mechanism;monitoring system;Motorola 68000 computer;Unix system environment;timing errors;real-time software systems","","76","","34","","","","","","IEEE","IEEE Journals & Magazines"
"Strategies for the prevention of communication deadlocks in distributed parallel programs","V. C. Barbosa","Programa de Engenharia de Sistemas e Computacao, Univ. Federal do Rio de Janeiro, Brazil","IEEE Transactions on Software Engineering","","1990","16","11","1311","1316","The occurrence of communication deadlocks caused by the unavailability of message buffers during the execution of distributed parallel programs is investigated. Such deadlocks can occur even if the program is designed for deadlock-freedom, since they are largely dependent on the system's ability to handle message buffering space. A class of deadlock prevention strategies which require that the programmer provide upper bounds on the buffer usage in the several communication channels involved is exploited, and it is argued that such bounds are relatively simple to obtain in many cases. The proposed strategies range from those which require a minimal amount of buffers to those which ensure a reasonable level of concurrency in process execution, although at the expense of more buffering space. It is shown that in general these strategies require the solution of NP-hard optimization problems, and an efficient heuristic to tackle the concurrency-optimal strategy is suggested. Randomly generated systems are then used to show that the heuristic tends to be very successful.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.60319","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=60319","","System recovery;Routing;Programming profession;Upper bound;Communication channels;Concurrent computing;Integrated circuit interconnections;Buffer storage;Parallel processing","computational complexity;parallel programming;programming theory","randomly generated systems;communication deadlocks;distributed parallel programs;unavailability;message buffers;message buffering space;deadlock prevention;upper bounds;buffer usage;communication channels;concurrency;process execution;NP-hard optimization problems;heuristic","","6","","18","","","","","","IEEE","IEEE Journals & Magazines"
"A theory of interfaces and modules I/spl minus/composition theorem","S. S. Lam; A. U. Shankar","Dept. of Comput. Sci., Texas Univ., Austin, TX, USA; NA","IEEE Transactions on Software Engineering","","1994","20","1","55","71","We model a system as a directed acyclic graph where nodes represent modules and arcs represent interfaces. At the heart of our theory is a definition of what it means for a module to satisfy a set of interfaces as a service provider for some and as a service consumer for others. Our definition of interface satisfaction is designed to be separable; i.e., interfaces encode adequate information such that each module in a system can be designed and verified separately, and composable; i.e., we have proved a composition theorem for the system model in general.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.263755","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=263755","","Heart;Transport protocols;Communication networks;Routing protocols;Telecommunication network reliability;Australia;Computer science;Software engineering","directed graphs;systems analysis;user interfaces;formal specification","interface theory;modules;composition theorem;system modelling;directed acyclic graph;nodes;arcs;interface satisfaction;service provider;service consumer;module design;module verification;system model;system design;specification","","18","","19","","","","","","IEEE","IEEE Journals & Magazines"
"Comparing two functional programming systems","B. Hailpern; T. Huynh; G. Revesz","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA; IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA; IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","IEEE Transactions on Software Engineering","","1989","15","5","532","542","A technique is presented for comparing the performance of functional languages with different evaluation strategies running on different machines. A set of small benchmarks is used, and th execution times of these programs running in the functional language and in the implementation language of the functional system are compared. The ratio of these execution times measured how well the functional system used the resources of the underlying hardware and implementation language. Also two functional programming systems are described. One system is a graph reduction interpreter for lambda calculus. The other is a DEL-style intermediate instruction set architecture for FP. The benchmarks in FP and the performances of the two systems on these benchmarks are presented.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.24702","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=24702","","Functional programming;Calculus;Workstations;Hardware;Application software;Statistical analysis;Complexity theory;Computer architecture;Software performance;Radio access networks","functional programming;high level languages;performance evaluation","performance comparison;functional programming systems;functional languages;evaluation strategies;benchmarks;execution times;implementation language;graph reduction interpreter;lambda calculus;DEL-style intermediate instruction set architecture;FP","","1","","36","","","","","","IEEE","IEEE Journals & Magazines"
"DMIN: An Algorithm for Computing the Optimal Dynamic Allocation in a Virtual Memory Computer","R. L. Budzinski; E. S. Davidson; W. Mayeda; H. S. Stone","Central Research Laboratory, Texas Instruments, Inc.; NA; NA; NA","IEEE Transactions on Software Engineering","","1981","SE-7","1","113","121","An optimal unrealizable (in real time) virtual memory allocation algorithm DMIN is developed. OMIN has the following properties. A dynamic (time-varying) size of allocation is computed by DMIN to minimize the space-time product of physical memory aliocated to a task during execution. The algorithm is a function of one parameter R, the reactivation time-the average time from the occurrence of a page fault for a task to restarting execution of the task.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1981.234514","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702808","Dynamic memory allocation;minimum space time product;optical virtual memory allocation;page replacement algorithms;virtual memory","Heuristic algorithms;Radio spectrum management;Memory management;Physics computing;Helium;Cost function;Laboratories;Instruments;Measurement standards;Loss measurement","","Dynamic memory allocation;minimum space time product;optical virtual memory allocation;page replacement algorithms;virtual memory","","5","","20","","","","","","IEEE","IEEE Journals & Magazines"
"An Empirical Study of Software Metrics","H. F. Li; W. K. Cheung","Department of Computer Science; NA","IEEE Transactions on Software Engineering","","1987","SE-13","6","697","708","Software metrics are computed for the purpose of evaluating certain characteristics of the software developed. A Fortran static source code analyzer, FORTRANAL, was developed to study 31 metrics, including a new hybrid metric introduced in this paper, and applied to a database of 255 programs, all of which were student assignments. Comparisons among these metrics are performed. Their cross-correlation confirms the internal consistency of some of these metrics which belong to the same class. To remedy the incompleteness of most of these metrics, the proposed metric incorporates context sensitivity to structural attributes extracted from a flow graph. It is also concluded that many volume metrics have similar performance while some control metrics surprisingly correlate well with typical volume metrics in the test samples used. A flexible class of hybrid metric can incorporate both volume and control attributes in assessing software complexity.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1987.233475","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702275","Control complexity;cross correlation;empirical study;Halstead's software science;hybrid metrics;software metric","Software metrics;Software measurement;Volume measurement;Size measurement;Software maintenance;Costs;Size control;Databases;Flow graphs;Testing","","Control complexity;cross correlation;empirical study;Halstead's software science;hybrid metrics;software metric","","30","","19","","","","","","IEEE","IEEE Journals & Magazines"
"Distributed Checkpointing for Globally Consistent States of Databases","Sang Hyuk Son; A. K. Agrawala","Department of Computer Science, University of Virginia, Charlottesville, VA 22903.; NA","IEEE Transactions on Software Engineering","","1989","15","10","1157","1167","","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1989.559763","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=559763","","Checkpointing;Distributed databases;Transaction databases;Database systems;Costs;Computer science;Algorithm design and analysis;Robustness;Interference","","Availability;checkpoint;consistency;distributed database;noninterference;recovery;transaction","","14","","24","","","","","","IEEE","IEEE Journals & Magazines"
"Making Pointers Safe in System Programming Languages","D. B. Lomet","IBM Thomas J. Watson Research Center","IEEE Transactions on Software Engineering","","1985","SE-11","1","87","96","System programming languages usually provide pointers so as to permit efficient and understandable programs to be written. Some higher level languages either avoid pointers altogether or greatly circumscribe pointers to guarantee safety, i.e., so that programs cannot gain access to storage in an inappropriate way. By combining the ideas of 1) pointer scope front Algol 68, 2) tombstones for invalidating dangling references, and 3) freezing which permits freeable objects to have scoped pointers, we solVe the problem of providing convenient and efficient pointers while simultaneously guaranteeing safety.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1985.231846","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1701901","Efficiency;pointers;programming languages;safety","Computer languages;Safety;Data structures;Arithmetic;Protection;Aggregates;Programming profession;Delay effects","","Efficiency;pointers;programming languages;safety","","1","","10","","","","","","IEEE","IEEE Journals & Magazines"
"Dynamic Configuration for Distributed Systems","J. Kramer; J. Magee","Department of Computing, Imperial College of Science and Technology; NA","IEEE Transactions on Software Engineering","","1985","SE-11","4","424","436","Dynamic system configuration is the ability to modify and extend a system while it is running. The facility is a requirement in large distributed systems where it may not be possible or economic to stop the entire system to allow modification to part of its hardware or software. It is also useful during production of the system to aid incremental integration of component parts, and during operation to aid system evolution. The paper introduces a model of the configuration process which permits dynamic incremental modification and extension. Using this model we determine the properties required by languages and their execution environments to support dynamic configuration. CONIC, the distributed system which has been developed at Imperial College with the specific objective of supporting dynamic configuration, is described to illustrate the feasibility of the model.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1985.232231","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702024","Configuration;configuration process;configuration specification;distributed systems;flexibility;reusability;system evolution","Hardware;Environmental economics;Application software;Software systems;Economic forecasting;Production systems;Embedded computing;Humans;Software testing;System testing","","Configuration;configuration process;configuration specification;distributed systems;flexibility;reusability;system evolution","","179","","31","","","","","","IEEE","IEEE Journals & Magazines"
"Analysis and testing of programs with exception handling constructs","S. Sinha; M. J. Harrold","Coll. of Comput., Georgia Inst. of Technol., Atlanta, GA, USA; NA","IEEE Transactions on Software Engineering","","2000","26","9","849","871","Analysis techniques, such as control flow, data flow, and control dependence, are used for a variety of software engineering tasks, including structural and regression testing, dynamic execution profiling, static and dynamic slicing, and program understanding. To be applicable to programs in languages such as Java and C++, these analysis techniques must account for the effects of exception occurrences and exception handling constructs; failure to do so can cause the analysis techniques to compute incorrect results and, thus, limit the usefulness of the applications that use them. This paper discusses the effects of exception handling constructs on several analysis techniques. The paper presents techniques to construct representations for programs with explicit exception occurrences-exceptions that are raised explicitly through throw statements-and exception handling constructs. The paper presents algorithms that use these representations to perform the desired analyses. The paper also discusses several software engineering applications that use these analyses. Finally, the paper describes empirical results pertaining to the occurrence of exception handling constructs in Java programs and their effect on some analysis tasks.","0098-5589;1939-3520;2326-3881","","10.1109/32.877846","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=877846","","Java;Performance analysis;Information analysis;Software testing;Failure analysis;Software engineering;Cause effect analysis;Data analysis;Frequency;Computer Society","program testing;exception handling;software engineering;Java;C++ language;data flow analysis;program slicing;object-oriented programming","program testing;program analysis;exception handling constructs;Java;C++;control flow analysis;data flow analysis;control dependence analysis;throw statements;software engineering","","59","","51","","","","","","IEEE","IEEE Journals & Magazines"
"Factors Affecting Distributed System Security","D. M. Nessett","Lawrence Livermore National Laboratory, University of California","IEEE Transactions on Software Engineering","","1987","SE-13","2","233","248","Recent work examining distributed system security requirements. is critiqued. A notion of trust based on distributed system topology and distributed system node evaluation levels proposed in that work is shown to be deficient. The notion fails to make allowances for the distributed system physical security environment, security factors related to the management of distributed systems by more than one jurisdictive authority, and the interactions that can occur between nodes supporting different mandatory and discretionary security mechanisms.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1987.233148","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1702203","Computer communications security;computer security;distributed systems;distributed system security;heterogeneity","Communication system security;Computer security;Network topology;Proposals;National security;Application software;Computer architecture;Environmental management;Access control;Privacy","","Computer communications security;computer security;distributed systems;distributed system security;heterogeneity","","3","","46","","","","","","IEEE","IEEE Journals & Magazines"
"Functional refinement and nested objects for object-oriented design","P. Jalote","Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA","IEEE Transactions on Software Engineering","","1989","15","3","264","270","An extended object-oriented design methodology is proposed which incorporates a top-down, stepwise refinement approach in a coherent fashion. The extended object-oriented design methodology also includes a phase of progressive object refinement to support the nesting of objects, which would allow entities in real life that are composed of subentities to be modeled. A design example is included, and experiences encountered using this methodology in a course are described.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.21754","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=21754","","Design methodology;Object oriented modeling;Software design;Software systems;Costs;Process design;Packaging;Computer science","Ada;object-oriented programming;software engineering","Ada;nested objects;object-oriented design;stepwise refinement;progressive object refinement;nesting","","26","","16","","","","","","IEEE","IEEE Journals & Magazines"
"Toolpack—An Experimental Software Development Environment Research Project","L. J. Osterweil","Department of Computer Science, University of Colorado","IEEE Transactions on Software Engineering","","1983","SE-9","6","673","685","This paper discusses the goals and methods of the Toolpack project and in this context discusses the architecture and design of the software system being produced as the focus of the project. Toolpack is presented as an experimental activity in which a large software tool environment is being created for the purpose of general distribution and then careful study and analysis. The paper begins by explaining the motivation for building integrated tool sets. It then proceeds to explain the basic requirements that an integrated system of tools must satisfy in order to be successful and to remain useful both in practice and as an experimental object. The paper then summarizes the tool capabilities that will be incorporated into the environment. It then goes on to present a careful description of the actual architecture of the Toolpack integrated tool system. Finally the Toolpack project experimental plan is presented, and future plans and directions are summarized.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1983.235432","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=1703114","Experimentation with prototypes;Fortran;portable software;programming environments;software tools;virtual file system","Programming;Software tools;Computer architecture;Software prototyping;Software systems;Algorithm design and analysis;Transaction databases;Software design;Buildings;Virtual prototyping","","Experimentation with prototypes;Fortran;portable software;programming environments;software tools;virtual file system","","29","","24","","","","","","IEEE","IEEE Journals & Magazines"
"An automated approach to information systems decomposition","D. Paulson; Y. Wand","Fac. of Manage., Lethbridge Univ., Alta., Canada; NA","IEEE Transactions on Software Engineering","","1992","18","3","174","189","A method for automating the process of system decomposition is described. The method is based on a formal specification scheme, formal definition of good decomposition, heuristic rules governing the search for good candidate decompositions, and a measure of complexity that allows ranking of the candidate decompositions. The decomposition method has been implemented as a set of experimental computerized systems analysis tools and applied to a standard problem for which other designs already exist. The results are encouraging, in that decompositions generated using other methodologies map easily into those suggested by the computerized tools. Additionally, the use of the method indicates that when more than one 'good' decomposition is suggested by the system, the specifications might have been incomplete. That is, the computerized tools can identify areas where more information should be sought by analysis.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.126767","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=126767","","Information systems;System analysis and design;Information analysis;Electric breakdown;Formal specifications;Position measurement;Modeling;Power system management;Business","computational complexity;formal specification;software tools;systems analysis","automated approach;information systems decomposition;formal specification scheme;formal definition;heuristic rules;complexity;experimental computerized systems analysis tools;standard problem","","34","","45","","","","","","IEEE","IEEE Journals & Magazines"
"An analysis of several software defect models","T. -. Yu; V. Y. Shen; H. E. Dunsmore","AT&T Bell Labs., Naperville, IL, USA; NA; NA","IEEE Transactions on Software Engineering","","1988","14","9","1261","1270","Results are presented of an analysis of several defect models using data collected from two large commercial projects. Traditional models typically use either program matrices (i.e. measurements from software products) or testing time or combinations of these as independent variables. The limitations of such models have been well-documented. The models considered use the number of defects detected in the earlier phases of the development process as the independent variable. This number can be used to predict the number of defects to be detected later, even in modified software products. A strong correlation between the number of earlier defects and that of later ones was found. Using this relationship, a mathematical model was derived which may be used to estimate the number of defects remaining in software. This defect model may also be used to guide software developers in evaluating the effectiveness of the software development and testing processes.<<ETX>></ETX>","0098-5589;1939-3520;2326-3881","","10.1109/32.6170","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=6170","","Software testing;Mathematical model;Software measurement;Predictive models;Time measurement;Phase detection;Programming;Software metrics;Resource management;Microelectronics","programming theory;software reliability","software testing;software reliability;software defect models;mathematical model;software development","","37","","9","","","","","","IEEE","IEEE Journals & Magazines"
"Inconsistency handling in multiperspective specifications","A. C. W. Finkelstein; D. Gabbay; A. Hunter; J. Kramer; B. Nuseibeh","Dept. of Comput., London Univ., UK; Dept. of Comput., London Univ., UK; Dept. of Comput., London Univ., UK; Dept. of Comput., London Univ., UK; Dept. of Comput., London Univ., UK","IEEE Transactions on Software Engineering","","1994","20","8","569","578","The development of most large and complex systems necessarily involves many people-each with their own perspectives on the system defined by their knowledge, responsibilities, and commitments. To address this we have advocated distributed development of specifications from multiple perspectives. However, this leads to problems of identifying and handling inconsistencies between such perspectives. Maintaining absolute consistency is not always possible. Often this is not even desirable since this can unnecessarily constrain the development process, and can lead to the loss of important information. Indeed since the real-world forces us to work with inconsistencies, we should formalize some of the usually informal or extra-logical ways of responding to them. This is not necessarily done by eradicating inconsistencies but rather by supplying logical rules specifying how we should act on them. To achieve this, we combine two lines of existing research: the ViewPoints framework for perspective development, interaction and organization, and a logic-based approach to inconsistency handling. This paper presents our technique for inconsistency handling in the ViewPoints framework by using simple examples.<<ETX>>","0098-5589;1939-3520;2326-3881","","10.1109/32.310667","","https://ieeexplore-ieee-org.ezproxy.gsu.edu/stamp/stamp.jsp?arnumber=310667","","Data models;Logic;Diffusion tensor imaging;Databases","formal specification;data integrity;temporal logic;distributed processing","multiperspective specifications;inconsistency handling;complex systems;distributed development;specifications;development;logical rules;ViewPoints;multiple perspectives;specification;process modeling;first order predicate logic;temporal logic","","133","","40","","","","","","IEEE","IEEE Journals & Magazines"
