"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","113772","Gary L. Richardson and Brad M. Jackson and Gary W. Dickson","","","","A Principles-based Enterprise Architecture: Lessons from Texaco and Star Enterprise","385--403","","19","","10.2307/249787","MIS Q.","Dec. 1990","14","4","","December","1990","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","347474","Jo Ellen Moore","","","","One Road to Turnover: An Examination of Work Exhaustion in Technology Professionals","141--168","","28","IS professionals, IT professionals, burnout, exhaustion, staffing, technology professionals, turnover, work overload","10.2307/3250982","MIS Q.","March 2000","24","1","","March","2000","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","203587","Ralph H. Sprague,Jr.","","","","Electronic Document Management: Challenges and Opportunities for Information Systems Managers","29--49","","21","IS management, document management, documents processing","10.2307/249710","MIS Q.","March 1995","19","1","","March","1995","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2871307","Michael  Barrett and Elizabeth  Davidson and Jaideep  Prabhu and Stephen L. Vargo","","","","Service Innovation in the Digital Age: Key Contributions and Future Directions","135--154","","20","","10.25300/MISQ/2015/39:1.03","MIS Q.","March 2015","39","1","","March","2015","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2871311","Ben  Eaton and Silvia  Elaluf-Calderwood and Carsten  S&#248;rensen and Youngjin  Yoo","","","","Distributed Tuning of Boundary Resources: The Case of Apple's iOS Service System","217--244","","28","boundary resource dynamics, digital infrastructure, ecosystem, iOS, mobile platform, service system innovation, sociomateriality, tuning","10.25300/MISQ/2015/39.1.10","MIS Q.","March 2015","39","1","","March","2015","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","159372","Lynda M. Applegate and Joyce J. Elam","","","","New Information Systems Leaders: A Changing Role in a Changing World","469--490","","22","CIO, IS and business alignment, IS leadership, IS managers","10.2307/249732","MIS Q.","Dec. 1992","16","4","","December","1992","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","12895","Denis M.S Lee","","","","Usage Patterns and Sources of Assistance for Personal Computer Users","313--326","","14","","10.2307/249183","MIS Q.","Dec. 1986","10","4","","December","1986","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","259044","Patrick Y. K. Chau and Kar Yan Tam","","","","Factors Affecting the Adoption of Open Systems: An Exploratory Study","1--24","","24","IT adoption, information systems infrastructure, open systems, technology diffusion","10.2307/249740","MIS Q.","March 1997","21","1","","March","1997","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481671","Graeme  Shanks and Ron  Weber","","","","The Hole in the Whole: A Response to Allen and March","965--980","","16","UML, aggregation, composition, conceptual modeling, empirical research, entity-relationship model, information systems development, ontology","","MIS Q.","September 2012","36","3","","September","2012","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481667","Suzanne  Rivard and Liette  Lapointe","","","","Information Technology Implementers' Responses to User Resistance: Nature and Effects","897--920","","24","case survey, implementers' response, information technology implementation, set-theoretic analysis, theory building, user resistance","","MIS Q.","September 2012","36","3","","September","2012","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481641","Donald E. Hardaway and Richard W. Scamell","","","","Open Knowledge Creation: Bringing Transparency and Inclusiveness to the Peer Review Process","339--346","","8","communicating research, google knol and group services, peer review","","MIS Q.","June 2012","36","2","","June","2012","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2535667","Anandhi  Bharadwaj and Omar A. El Sawy and Paul A. Pavlou and N.  Venkatraman","","","","Digital Business Strategy: Toward a Next Generation of Insights","471--482","","12","digital business strategy, digital business strategy value creation and capture, scale of digital business strategy, scope of digital business strategy, speed of digital business strategy","10.25300/MISQ/2013/37:2.3","MIS Q.","June 2013","37","2","","June","2013","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2208971","Marco  Ceccagnoli and Chris  Forman and Peng  Huang and D. J. Wu","","","","Cocreation of Value in a Platform Ecosystem: The Case of Enterprise Software","263--290","","28","IPO, business value, downstream capabilities, intellectual property rights, partnership, platform ecosystem, sales","","MIS Q.","March 2012","36","1","","March","2012","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","3177654","David  Martens and Foster  Provost and Jessica  Clark and Enric Junqu&#233; de Fortuny","","","","Mining Massive Fine-grained Behavior Data to Improve Predictive Analytics","869--888","","20","banking, behavioral similarity, big data, customer analytics, payment data, response modeling","10.25300/MISQ/2016/40.4.04","MIS Q.","December 2016","40","4","","December","2016","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017537","Phil  Semprevivo","","","","Incorporating Data Dictionary/Directory and Team Approaches into the Systems Development Process","1--15","","15","alternatives to programming, data dictionaries, data directories, design strategies, dictionary/directory, financial and accounting systems, organizational strategies, system development teams, systems development techniques, teams","10.2307/249316","MIS Q.","September 1980","4","3","","September","1980","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017624","Daniel J. Power","","","","The Impact of Information Management on the Organization: Two Scenarios","13--20","","8","decision making, information management, organization design","10.2307/249053","MIS Q.","September 1983","7","3","","September","1983","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017667","C. Lawrence Meador and Richard A. Mezger","","","","Selecting an End User Programming Language for DSS Development","267--281","","15","architectural features, decision support systems, end user computing, software evaluation, user needs assessment","10.2307/249096","MIS Q.","December 1984","8","4","","December","1984","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017237","Ron  Weber","","","","Editor's Comments: Reprise: The Parable of the Golf Balls","iii--ix","","","","","MIS Q.","December 2004","28","4","","December","2004","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017437","Michael D. Myers and Richard L. Baskerville","","","","Commentary on Gill and Bhattacherjee: Is There an Informing Crisis?","663--665","","3","","","MIS Q.","December 2009","33","4","","December","2009","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017554","Kenneth E. Kendall and Julie E. Kendall","","","","Observing Organizational Environments: A Systematic Approach for Information Analysts","43--55","","13","information analysis, information analyst, mise-en-sc&#232;ne, observation, organizational environment","10.2307/249157","MIS Q.","March 1981","5","1","","March","1981","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017241","Richard E. Potter and Pierre  Balthazard","","","","The Role of Individual Memory and Attention Processes During Electronic Brainstorming","621--643","","23","","","MIS Q.","December 2004","28","4","","December","2004","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017297","Carol  Saunders","","","","Editor's Comments: What Does It Take for a Journal to Be Global?","iii--ix","","","","","MIS Q.","September 2006","30","3","","September","2006","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017311","Balaji  Padmanabhan and Zhiqiang  Zheng and Steven O. Kimbrough","","","","An Empirical Analysis of the Value of Complete Information for ECRM Models","247--267","","21","data mining, ecrm, incomplete data, information value","","MIS Q.","June 2006","30","2","","June","2006","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017141","Alan R. Dennis and Barbara H. Wixom and Robert J. Vandenberg","","","","Understanding Fit and Appropriation Effects in Group Support Systems via Meta-analysis","167--193","","27","GSS, adoption, appropriation, collaboration, contingency theory, group support systems, group-ware, meta-analysis, structuration, task technology fit","10.2307/3250928","MIS Q.","June 2001","25","2","","June","2001","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017171","Ulrike  Schultze and Dorothy E. Leidner","","","","Studying Knowledge Management in Information Systems Research: Discourses and Theoretical Assumptions","213--242","","30","epistemology, knowledge, knowledge management","10.2307/4132331","MIS Q.","September 2002","26","3","","September","2002","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017511","Adamantios  Diamantopoulos","","","","Incorporating Formative Measures into Covariance-based Structural Equation Models","335--358","","24","MIMIC models, PLS, covariance structure analysis, formative indicators, formative measurement, identification, model evaluation, scaling options","","MIS Q.","June 2011","35","2","","June","2011","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017354","J&#248;rn  Braa and Ole  Hanseth and Arthur  Heywood and Woinshet  Mohammed and Vincent  Shaw","","","","Developing Health Information Systems in Developing Countries: The Flexible Standards Strategy","381--402","","22","complexity science, developing countries, health information systems, standards","","MIS Q.","June 2007","31","2","","June","2007","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017137","Maryam  Alavi and Dorothy E. Leidner","","","","Review: Knowledge Management and Knowledge Management Systems: Conceptual Foundations and Research Issues","107--136","","30","knowledge management, knowledge management review, knowledge management systems, organizational knowledge management, research issues in knowledge management","10.2307/3250961","MIS Q.","March 2001","25","1","","March","2001","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017054","Jeffrey E. Kottemann and William E. Remus","","","","A Study of the Relationship Between Decision Model Naturalness and Performance","171--181","","11","conceptual ease of use, decision making performance, decision models, decision support systems","10.2307/248924","MIS Q.","June 1989","13","2","","June","1989","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017184","H. H. Teo and K. K. Wei and I.  Benbasat","","","","Predicting Intention to Adopt Interorganizational Linkages: An Institutional Perspective","19--49","","31","coercive pressures, financial electronic data interchange, institutional influences, interorganizational systems, mimetic pressures, normative pressures","","MIS Q.","March 2003","27","1","","March","2003","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017271","Anne  Beaudry and Alain  Pinsonneault","","","","Understanding User Responses to Information Technology: A Coping Model of User Adaption","493--524","","32","IT appropriation, coping theory, individual performance, user adaptation","","MIS Q.","September 2005","29","3","","September","2005","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017037","A. R. Montazemi and D. W. Conrath","","","","The Use of Cognitive Mapping for Information Requirements Analysis","45--56","","12","cognitive mapping, decision analysis, information evaluation, information requirements analysis","10.2307/248879","MIS Q.","March 1986","10","1","","March","1986","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017067","Fred D. Davis","","","","Perceived Usefulness, Perceived Ease of Use, and User Acceptance of Information Technology","319--340","","22","end user computing, user acceptance, user measurement","10.2307/249008","MIS Q.","September 1989","13","3","","September","1989","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017634","David H. Benson","","","","A Field Study of End User Computing: Findings and Issues","35--45","","11","education, end user, microcomputer, personal computer, training","10.2307/248745","MIS Q.","December 1983","7","4","","December","1983","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481677","Young Bong Chang and Vijay  Gurbaxani","","","","Information Technology Outsourcing, Knowledge Transfer, and Firm Productivity: An Empirical Analysis","1043--1063","","21","IT outsourcing, knowledge transfer, productivity","","MIS Q.","December 2012","36","4","","December","2012","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","197858","Andrew C. Boynton and Robert W. Zmud and Gerry C. Jacobs","","","","The Influence of IT Management Practice on IT Use in Large Organizations","299--318","","20","IT management, IT management processes, IT use, absorptive capacity","10.2307/249620","MIS Q.","Sept. 1994","18","3","","September","1994","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2600494","Arvind  Malhotra and Nigel P. Melville and Richard T. Watson","","","","Spurring Impactful Research on Information Systems for Environmental Sustainability","1265--1273","","9","","10.25300/MISQ/2013/37:4.3","MIS Q.","December 2013","37","4","","December","2013","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017564","Richard D. Hackathorn and Peter G. W. Keen","","","","Organizational Strategies for Personal Computing in Decision Support Systems","21--27","","7","decision support systems, organizational theory, personal computing","10.2307/249288","MIS Q.","September 1981","5","3","","September","1981","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","91325","Kranti V. Toraskar and Prafulla  Joglekar","","","","Comments on Price and Value of Decision Support Systems","7--12","","6","","10.2307/249301","MIS Q.","March 1990","14","1","","March","1990","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481647","Debra  VanderMeer and Kaushik  Dutta and Anindya  Datta","","","","A Cost-based Database Request Distribution Technique for Online e-Commerce Applications","479--508","","30","database clusters, design research, request distribution, task allocation","","MIS Q.","June 2012","36","2","","June","2012","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017617","Jack T. Hogue and Hugh J. Watson","","","","Management's Role in the Approval and Administration of Decision Support Systems","15--26","","12","administrative policies, decision support systems (dss) system planning and management, operating procedures","10.2307/248910","MIS Q.","June 1983","7","2","","June","1983","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2871321","Prasanna  Karhade and Michael J. Shaw and Ramanath  Subramanyam","","","","Patterns in Information Systems Portfolio Prioritization: Evidence from Decision Tree Induction","413--434","","22","IS governance, IS portfolio prioritization, IS strategy, IT governance, IT portfolio management, decision making, decision tree induction","10.25300/MISQ/2015/39.2.07","MIS Q.","June 2015","39","2","","June","2015","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017677","G. Lawrence Sanders and James F. Courtney","","","","A Field Study of Organizational Factors Influencing DSS Success","77--93","","17","decision support systems, implementation, organizational factor","10.2307/249275","MIS Q.","March 1985","9","1","","March","1985","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2535677","Peter  Keen and Ronald  Williams","","","","Value Architectures for Digital Business: Beyond the Business Model","643--648","","6","creating value, digital business strategy, value architecture","","MIS Q.","June 2013","37","2","","June","2013","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481681","Jifeng  Luo and Sulin  Ba and Han  Zhang","","","","The Effectiveness of Online Shopping Characteristics and Well-designed Websites on Satisfaction","1131--1144","","14","archival data, customer satisfaction, experience goods, product uncertainty, retailer visibility, search goods, service quality, website design","","MIS Q.","December 2012","36","4","","December","2012","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2638651","Jianqing  Chen and Jan  Stallaert","","","","An Economic Analysis of Online Advertising Using Behavioral Targeting","429--450","","22","analytical modeling, auctions, behavioral targeting, competition, economic modeling, online advertising, pricing, targeted advertising","10.25300/MISQ/2014/38.2.05","MIS Q.","June 2014","38","2","","June","2014","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","348937","Michel  Benaroch and Robert J. Kauffman","","","","Justifying Electronic Banking Network Expansion Using Real Options Analysis","197--225","","29","Black-Scholes model, IT investment evaluation, POS debit systems, electronic banking networks, investment decision making under uncertainty, option pricing models, project investments, real options","10.2307/3250936","MIS Q.","June 2000","24","2","","June","2000","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","58312","John C. Henderson and John G. Sifonis","","","","The Value of Strategic IS Planning: Understanding Consistency, Validity, and IS Markets","187--200","","14","","10.2307/248843","MIS Q.","June 1988","12","2","","June","1988","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","51772","William H. DeLone","","","","Determinants of Success for Computer Usage in Small Business","51--61","","11","","10.2307/248803","MIS Q.","March 1988","12","1","","March","1988","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","290241","Richard T. Watson and Leyland F. Pitt and C. Bruce Kavan","","","","Measuring Information Systems Service Quality: Lessons from Two Longitudinal Case Studies","61--79","","19","IS management, SERVQUAL, longitudinal study, service quality","10.2307/249678","MIS Q.","March 1998","22","1","","March","1998","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481651","Cecil Eng Huang Chua and Wee-Kiat  Lim and Christina  Soh and Siew Kien Sia","","","","Enacting Clan Control in Complex It Projects: A Social Capital Perspective","577--600","","24","IT projects, behavioral control theory, clan control, enterprise systems, formal control, project control, project management, social capital","","MIS Q.","June 2012","36","2","","June","2012","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481704","Yinglei  Wang and Darren B. Meister and Peter H. Gray","","","","Social Influence and Knowledge Management Systems Use: Evidence from Panel Data","299--313","","15","information technology diffusion, knowledge management, knowledge management systems, longitudinal research, social influence","10.25300/MISQ/2013/37.1.13","MIS Q.","March 2013","37","1","","March","2013","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2871334","Wenqi  Shen and Yu Jeffrey Hu and Jackie Rees Ulmer","","","","Competing for Attention: An Empirical Study of Online Reviewers' Strategic Behavior","683--696","","14","competing for attention, online attention, online product reviews, scarcity of attention, user-generated content","10.25300/MISQ/2015/39.3.08","MIS Q.","September 2015","39","3","","September","2015","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","298767","Mary C. Lacity and Leslie P. Willcocks","","","","An Empirical Investigation of Information Technology Sourcing Practices: Lessons from Experience","363--408","","46","contract, empirical research, management of computing and IS, measuring IS success, outsourcing of IS, strategic alliances","10.2307/249670","MIS Q.","Sept. 1998","22","3","","September","1998","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2685147","Gordon  Burtch and Anindya  Ghose and Sunil  Wattal","","","","Cultural Differences and Geography As Determinants of Online Prosocial Lending","773--794","","22","crowdfunding, cultural differences, geography, microfinance, prosocial lending","10.25300/MISQ/2014/38.3.07","MIS Q.","September 2014","38","3","","September","2014","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481634","Hee-Woong  Kim and Atreyi  Kankanhalli","","","","Investigating User Resistance to Information Systems Implementation: A Status Quo Bias Perspective","567--582","","16","IS implementation, status quo bias theory, user resistance","","MIS Q.","September 2009","33","3","","September","2009","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","3177651","Bart  Baesens and Ravi  Bapna and James R. Marsden and Jan  Vanthienen and J. Leon Zhao","","","","Transformational Issues of Big Data and Analytics in Networked Business","807--818","","12","","10.25300/MISQ/2016/40:4.03","MIS Q.","December 2016","40","4","","December","2016","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2871347","Wencui  Han and Serkan  Ada and Raj  Sharman and H. Raghav Rao","","","","Campus Emergency Notification Systems: An Examination of Factors Affecting Compliance with Alerts","909--930","","22","campus alerts, compliance, emergency notification systems, information quality trust, scenario-based survey","10.25300/MISQ/2015/39.4.8","MIS Q.","December 2015","39","4","","December","2015","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","198645","William J. Kettinger and Varun  Grover and Albert H. Segars and Subashish  Guha","","","","Strategic Information Systems Revisited: A Study in Sustainability and Performance","31--58","","28","competitive use of IS, longitudinal study, organizational strategies, strategic impact, sustainability","10.2307/249609","MIS Q.","March 1994","18","1","","March","1994","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017121","Bernadette  Szajna and Richard W. Scamell","","","","The Effects of Information System User Expectations on Their Performance and Perceptions","493--516","","24","cognitive dissonance theory, implementation expectations, information systems development, realism of user expectations","10.2307/249589","MIS Q.","Decenber 1993","17","4","","December","1993","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017277","William J. Kettinger and Choong C. Lee","","","","Zones of Tolerance: Alternative Scales for Measuring Information Systems Service Quality","607--623","","17","IS management, IS service quality, SERVQUAL, evaluation, information services function, user expectations, zones of tolerance","","MIS Q.","December 2005","29","4","","December","2005","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2600521","James  Howison and Kevin  Crowston","","","","Collaboration Through Open Superposition: A Theory of the Open Source Way","29--50","","22","collaboration, coordination, information systems development, materiality, open source, socio-technical system","10.25300/MISQ/2014/38.1.02","MIS Q.","March 2014","38","1","","March","2014","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017304","Christina  Soh and M. Lynne Markus and Kim Huat Goh","","","","Electronic Marketplaces and Price Transparency: Strategy, Information Technology, and Success","705--723","","19","electronic commerce, electronic components industry, electronic market theory, electronic marketplaces, internet, price transparency, strategic alignment","","MIS Q.","September 2006","30","3","","September","2006","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017594","A. B. Crawford","","","","Corporate Electronic Mail: A Communication-intensive Application of Information Technology","1--13","","13","EMS, electronic mail, office automation, office systems, telecommunications","10.2307/248652","MIS Q.","September 1982","6","3","","September","1982","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017164","John  Tillquist and John Leslie King and Carson  Woo","","","","A Representational Scheme for Analyzing Information Technology and Organizational Dependency","91--118","","28","IS planning methodologies, IS strategic planning, competitive use of IS, management information systems, organizational change, organizational design, organizational systems","10.2307/4132322","MIS Q.","June 2002","26","2","","June","2002","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017394","Graeme  Shanks and Elizabeth  Tansley and Jasmina  Nuredini and Daniel  Tobin and Ron  Weber","","","","Representing Part-whole Relations in Conceptual Modeling: An Empirical Evaluation","553--573","","21","aggregation, composition, conceptual modeling, information systems development, mereology, mereotopology, meronymic relations, ontology, part-of relations","","MIS Q.","September 2008","32","3","","September","2008","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017051","Gary I. Green","","","","Perceived Importance of Systems Analysts' Job Skills, Roles, and Non-salary Incentives","115--133","","19","perceptions, public and private organizations, systems analysis, systems analysts, users","10.2307/248918","MIS Q.","June 1989","13","2","","June","1989","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017547","Niv  Ahituv","","","","A Systematic Approach Toward Assessing the Value of an Information System","61--75","","15","information economics, information evaluation, system selection","10.2307/248961","MIS Q.","December 1980","4","4","","December","1980","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017177","Elizabeth J. Davidson","","","","Technology Frames and Framing: A Socio-cognitive Investigation of Requirements Determination","329--358","","30","frames of reference, information systems development, requirements determination, social cognition","10.2307/4132312","MIS Q.","December 2002","26","4","","December","2002","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017281","Eric A. Walden","","","","Intellecutal Property Rights and Cannibalization in Information Technology Outsourcing Contracts","699--720","","22","contracts, economic models, interorganizational relationships, outsourcing","","MIS Q.","December 2005","29","4","","December","2005","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2025464","James A. Senn","","","","A Management View of Systems Analysts: Failures and Shortcomings","25--32","","8","analysis and design, information structure, information systems, resistance to information systems, systems analyst","10.2307/249175","MIS Q.","September 1978","2","3","","September","1978","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017151","Allen S. Lee","","","","Editor's Comments: Research in Information Systems: What We Haven'T Learned","v--xv","","","","","MIS Q.","December 2001","25","4","","December","2001","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017234","Christopher T. Street and Darren B. Meister","","","","Small Business Growth and Internal Transparency: The Role of Information Systems","473--506","","34","IT investment, business growth, internal transparency, process models, small business","","MIS Q.","September 2004","28","3","","September","2004","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2025504","Gary  Klein and Philip O. Beck","","","","A Decision Aid for Selecting Among Information System Alternatives","177--185","","9","multiple criteria decisions, project selection, system evaluation","10.2307/249360","MIS Q.","June 1987","11","2","","June","1987","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2025481","William B. Locander and H. Albert Napier and Richard W. Scamell","","","","A Team Approach to Managing the Development of a Decision Support System","53--63","","11","decision support systems, interdisciplinary teams, systems development","10.2307/249148","MIS Q.","March 1979","3","1","","March","1979","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017664","Lawrence W. Foster and David M. Flynn","","","","Management Information Technology: Its Effects on Orgnizational Form and Function","229--236","","8","human factors, management","10.2307/249093","MIS Q.","December 1984","8","4","","December","1984","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2025417","A. Milton Jenkins and Randall D. Johnson","","","","What the Information Analyst Should Know About Body Language","33--47","","15","body language, communication, information analysis, interviewing","10.2307/248711","MIS Q.","September 1977","1","3","","September","1977","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017364","Prasert  Kanawattanachai and Youngjin  Yoo","","","","The Impact of Knowledge Coordination on Virtual Team Performance over Time","783--808","","26","repeated measures, temporality, transactive memory, trust, virtual team","","MIS Q.","December 2007","31","4","","December","2007","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017334","Paul A. Pavlou and Huigang  Liang and Yajiong  Xue","","","","Understanding and Mitigating Uncertainty in Online Exchange Relationships: A Principal- Agent Perspective","105--136","","32","adverse selection, agency theory, fears of seller opportunism, hidden action, hidden information, information asymmetry, information privacy, information security, moral hazard, product diagnosticity, social pr, trust, uncertainty, website informativeness","","MIS Q.","March 2007","31","1","","March","2007","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017377","Narayan  Ramasubbu and Sunil  Mithas and M. S. Krishnan and Chris F. Kemerer","","","","Work Dispersion, Process-based Learning, and Offshore Software Development Performance","437--458","","22","capability maturity model, distributed teams, global service disaggregation, offshore software development, software engineering, software productivity, software project performance, software quality","","MIS Q.","June 2008","32","2","","June","2008","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017134","Debabroto  Chatterjee and Vernon J. Richardson and Robert W. Zmud","","","","Examining the Shareholder Wealth Effects of Announcements of Newly Created CIO Positions","43--70","","28","CIO position announcements, IT assets, IT leadership, IT management, IT-driven transformation, event study, external hires, organization innovation","10.2307/3250958","MIS Q.","March 2001","25","1","","March","2001","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
